two_word
"trust foreign"
"whi girl"
"itu2019 realli"
"els busi"
"16 nhe"
"nhe drove"
"passeng door"
"trust saw"
"either crazi"
"told we"
"talk public"
"first perpetr"
"blow u"
"dismiss becaus"
"time right"
"kind word"
"word go"
"assault play"
"play 3"
"differ high"
"school sport"
"offic ask"
"becam presid"
"oh wow"
"sxab becom"
"becom prostitut"
"n queria"
"queria dp"
"de td"
"td q"
"q passei"
"ver pessoa"
"chamando de"
"de mentirosa"
"falando q"
"queria sair"
"sair como"
"n iria"
"iria aguentar"
"aguentar ver"
"ver ngm"
"questionando ate"
"ate achar"
"achar um"
"um motivo"
"motivo pra"
"eu sabia"
"iam jogar"
"jogar toda"
"toda responsabilidad"
"responsabilidad em"
"mani aw"
"everybodi deal"
"lord jesus"
"jesus come"
"come quick"
"current suffer"
"younger self"
"self follow"
"advic u0001f494"
"take back"
"control men"
"men thought"
"peopl deni"
"courag messag"
"doctor 12"
"19 u2013"
"u2013 almost"
"dramat snitch"
"snitch second"
"hard talk"
"school let"
"alon sexual"
"happen til"
"everybodi know"
"give abus"
"abus permiss"
"felt total"
"grad program"
"littl money"
"part time"
"time job"
"queer peopl"
"man said"
"face went"
"went red"
"googl feed"
"colleg counselor"
"realli import"
"citi near"
"prestigi liber"
"art colleg"
"real condit"
"victim believ"
"believ perhap"
"feel becaus"
"real date"
"readvth book"
"book speak"
"nd share"
"make good"
"good point"
"say pain"
"start disclos"
"first reaction"
"reaction haunt"
"wrong yet"
"one get"
"troubl bc"
"nthis ea"
"heart know"
"young teen"
"teen sever"
"sever random"
"random stranger"
"street expos"
"expos themselv"
"nnow i"
"member molest"
"famili event"
"present n"
"tweet share"
"educ grown"
"absolut stomach"
"stomach turn"
"home bed"
"polic interrog"
"tremend amount"
"passer encor"
"encor 3"
"la meme"
"meme class"
"que ca"
"ca ne"
"ne se"
"se sach"
"sach pa"
"pa dan"
"dan tout"
"tout la"
"class parc"
"hont er"
"er je"
"je pensai"
"pensai que"
"becaus experi"
"shame intern"
"intern instead"
"world take"
"fragil broken"
"polic man"
"d shave"
"leg within"
"within 48"
"48 hoursbefor"
"disbeliev look"
"8 cop"
"went near"
"untold consequ"
"rememb whether"
"partner rape"
"men repudi"
"repudi trump"
"exact kind"
"survivor handl"
"not miss"
"wrench piec"
"reader hint"
"ni stand"
"system favor"
"favor rapist"
"mani humili"
"improp incid"
"real men"
"never yr"
"yr fault"
"fault ladi"
"violent temper"
"stupid situat"
"take 30"
"privat peopl"
"courag share"
"peopl life"
"often think"
"12 nbecaus"
"ilyseh men"
"s unconscion"
"mere one"
"one state"
"state away"
"may understand"
"tell mani"
"pleaae check"
"wrench tweet"
"must work"
"work harder"
"support survivor"
"rid societi"
"predatori evil"
"thehil teach"
"girl mix"
"mix martial"
"martial art"
"eye goug"
"much sens"
"spous sought"
"sought marriag"
"marriag therapi"
"sxab common"
"common caus"
"caus victim"
"feel threaten"
"sex forev"
"le meuf"
"meuf qui"
"vous envoi"
"envoi du"
"du soutien"
"soutien et"
"il faut"
"de courag"
"courag pour"
"fair xe7a"
"xe7a sur"
"twitter ou"
"ou autr"
"autr et"
"vous admir"
"still assault"
"feel poor"
"poor u0001f637"
"u0001f637 sofa"
"tissu day"
"nchuck grassley"
"angri u0001f621"
"ill u0001f927"
"get rattl"
"reassur religi"
"religi conserv"
"gop resolv"
"confirm kavanaugh"
"kavanaugh becaus"
"hate woman"
"mother husband"
"sibl attempt"
"foster father"
"foster brother"
"brother attempt"
"guess whi"
"truli move"
"come close"
"herebi pledg"
"american need"
"1950 s"
"s way"
"think shame"
"old fool"
"senat seat"
"huge mistak"
"expens restaur"
"uniform skirt"
"top cut"
"cut low"
"custom repeat"
"repeat grab"
"move quicker"
"differ anyway"
"turn almost"
"seen one"
"perman justic"
"veri first"
"first concern"
"court fight"
"go get"
"jag offic"
"late 40"
"singl woman"
"age group"
"s basic"
"basic math"
"math realli"
"imbal provid"
"simpl explan"
"moment happen"
"read n"
"birth mother"
"school taken"
"sister took"
"s 3"
"3 hour"
"saw ani"
"bing molest"
"home alcohol"
"alcohol dad"
"nick brennan"
"mayb 18"
"bodi froze"
"stay stiff"
"stiff til"
"stand neon"
"neon green"
"name nick"
"ha live"
"s brave"
"live hell"
"singl father"
"young daughter"
"definit knew"
"fuck import"
"old twitter"
"reason exact"
"mind protect"
"sick person"
"near 20"
"twist shit"
"victim probabl"
"like talk"
"enabl sexual"
"berkuasa bukan"
"bukan satu"
"nya cara"
"cara menjadi"
"menjadi kuat"
"alreadi argu"
"destruct perpetr"
"fakepr ha"
"swamp came"
"dinosaur resid"
"antiqu think"
"dinosaur inhabit"
"still dont"
"also relev"
"m veri"
"situat befor"
"42 yr"
"yr rape"
"physic batteri"
"dad found"
"want dad"
"mgr said"
"assault want"
"chuckgrassley chuck"
"consider time"
"time extens"
"parti deadlin"
"offer ani"
"ani extens"
"onli good"
"good thing"
"felt uncomfort"
"bad becaus"
"felt lucki"
"aliv becaus"
"despic human"
"date rapist"
"go ahead"
"yr ti"
"ti face"
"d seen"
"chief becaus"
"kinda like"
"like grab"
"ya know"
"alaska man"
"man plead"
"stranger home"
"paper never"
"facebook live"
"high recommend"
"recommend read"
"wait twenti"
"twenti year"
"second week"
"new state"
"miser extens"
"extens put"
"put dr"
"xtreme pressur"
"clear state"
"staff generat"
"generat conspiraci"
"pr firm"
"federalist soc"
"soc work"
"home due"
"enuf time"
"sister move"
"famili car"
"onli rape"
"rape onc"
"dad never"
"never forgav"
"violent assault"
"took anyway"
"older sister"
"ninth grade"
"grade algebra"
"algebra class"
"crimin justic"
"tentei contar"
"contar para"
"meus pai"
"namorado da"
"tinha feito"
"ele preferiram"
"preferiram acreditar"
"acreditar nele"
"mon petit"
"petit ami"
"ami xe0"
"ne connaissai"
"connaissai pa"
"pa le"
"le viol"
"viol conjug"
"appell une"
"fill facil"
"ol white"
"club u0001f612"
"strong urg"
"secret societi"
"societi affili"
"affili tit"
"anal support"
"still stay"
"approx age"
"survivor differ"
"assailant s"
"somehow forgiv"
"defin u"
"seem decent"
"describ whi"
"report yet"
"said later"
"disparag comment"
"increas backlash"
"misogynist view"
"plow thru"
"confirm proven"
"proven liar"
"bastard tri"
"bad enuf"
"support proven"
"con man"
"man trump"
"confirm kav"
"s redefin"
"feel ha"
"ha onc"
"howev sad"
"hospit befor"
"polic 1"
"republican continu"
"scotus pick"
"creepi porn"
"porn presid"
"time figur"
"rape threat"
"fire via"
"via insubordin"
"insidi type"
"u popul"
"predat becom"
"church keep"
"becom presid"
"win u0001f917"
"lifelong friend"
"teenag brother"
"brother invit"
"forev unsaf"
"question whether"
"gave consent"
"trauma manifest"
"like mrs"
"1 extra"
"sheer contempt"
"abus herself"
"old befor"
"felt strong"
"damag done"
"m 70"
"70 year"
"contact told"
"onli accept"
"accept report"
"deep trauma"
"m male"
"crimin defenc"
"defenc attorney"
"judg thoma"
"said look"
"look around"
"also know"
"may remain"
"remain unreport"
"yet anoth"
"superior offic"
"soldier look"
"said none"
"guilti ever"
"nveri good"
"dr treat"
"uncl harold"
"therapi never"
"never rememb"
"human resourc"
"15 thru"
"thru summer"
"summer program"
"wld tell"
"step kid"
"fear tri"
"nvr fire"
"quero fazer"
"pessoa ao"
"meu redor"
"basta eu"
"tri throw"
"car yet"
"everybodi said"
"safe good"
"good person"
"everyon believ"
"believ nis"
"nis exact"
"pend charg"
"hospit sheet"
"hospit bill"
"kit id"
"12 yo"
"rememb get"
"alreadi agre"
"want anal"
"talk like"
"like old"
"white conserv"
"conserv man"
"real enemi"
"u0412 1980"
"u0433 u043c"
"grassley s"
"s garrett"
"garrett ventri"
"ventri submit"
"resign friday"
"brief phone"
"phone interview"
"interview saturday"
"saturday morn"
"movement start"
"felt empow"
"famili took"
"away ask"
"victim didnt"
"mind blow"
"small fraction"
"s stori"
"stori s"
"word ca"
"tell senat"
"reject kavanaugh"
"natacha bra"
"compani general"
"general manag"
"ever tell"
"member etc"
"etc seem"
"seem nice"
"without question"
"question believ"
"school picnic"
"classmat ran"
"began grope"
"william titan"
"movi fame"
"dia seguint"
"seguint eu"
"eu liguei"
"liguei pra"
"pra uma"
"uma amiga"
"amiga e"
"e comecei"
"surtar pq"
"nada iria"
"iria acontec"
"acontec e"
"iria continuar"
"continuar com"
"com ele"
"love singl"
"mother church"
"due respect"
"repres america"
"america past"
"america present"
"america futur"
"sen strom"
"strom thurmond"
"thurmond sexual"
"state suprem"
"new lawyer"
"one report"
"committe step"
"past experi"
"system fail"
"address sexual"
"endur show"
"humili process"
"end noth"
"happen except"
"previous kick"
"let back"
"made wors"
"child sworn"
"babysitt husband"
"even chosen"
"colleg sexual"
"colleg therapist"
"serious sexual"
"fratern hous"
"98 year"
"old unit"
"committe get"
"littl handsi"
"28 year"
"believ peopl"
"onli got"
"even onc"
"dramat teen"
"doood like"
"h date"
"regular see"
"perpetr bc"
"super hard"
"famili involv"
"activ avoid"
"pcq xe0"
"xe0 8"
"je comprend"
"comprend pa"
"au cousin"
"cousin adult"
"adult qui"
"menac et"
"et exig"
"exig de"
"rien dire"
"xe0 personn"
"npcq le"
"le souvenir"
"souvenir ne"
"ne remont"
"remont que"
"que 20"
"aussi un"
"il n"
"habitu sexual"
"knew made"
"stop invit"
"innoc eye"
"els guy"
"veri pain"
"feel person"
"ever imagin"
"u temporarili"
"next elect"
"onli victim"
"xe9 toda"
"toda desequilibrada"
"eu contar"
"contar vai"
"vai virar"
"cao e"
"pra lidar"
"administr discharg"
"suffer 5"
"m struggl"
"famili cuz"
"report 100"
"disabl u"
"armi vet"
"vet disqualifi"
"va loan"
"loan becaus"
"m unclean"
"stoic face"
"fool anyon"
"stop use"
"use god"
"ywca chicago"
"chicago rape"
"rape crisi"
"crisi hotlin"
"commit crime"
"anoth day"
"assault memori"
"memori stick"
"stick via"
"relationship meant"
"medium keep"
"keep connect"
"disclos whi"
"actual start"
"think trump"
"trump propel"
"norway cop"
"anyon anymor"
"first week"
"felt powerless"
"time talk"
"former republican"
"republican aid"
"snowflak spend"
"time look"
"blue state"
"state crime"
"untold pain"
"survivor even"
"embarrass administr"
"aunt feel"
"first experi"
"mid 1970s"
"liter choos"
"fire u2014"
"feed two"
"two babi"
"oh men"
"pretti free"
"free wheel"
"consequ free"
"free environ"
"brought instant"
"instant tear"
"big bruis"
"repeat assault"
"u navi"
"still drive"
"drive anymor"
"hard get"
"get old"
"god like"
"lesbian like"
"bad guy"
"thehil yeah"
"trend despit"
"use everi"
"coupl second"
"ripost de"
"femm contr"
"peopl never"
"understand thing"
"thing without"
"visual refer"
"shoe sent"
"enter prostitut"
"becaus instead"
"take control"
"men instead"
"bodi rip"
"rip away"
"via nbcnew"
"school field"
"field trip"
"school suspens"
"1st occas"
"therapist cuz"
"s car"
"car pull"
"final give"
"vu comm"
"comm honteux"
"honteux pour"
"pour un"
"un mec"
"mec de"
"se fair"
"fair agress"
"agress sexuel"
"sexuel par"
"par une"
"une fill"
"pa un"
"un vrai"
"aurai du"
"du en"
"share yesterday"
"pleas hear"
"urgent chang"
"confus becaus"
"experi doe"
"danger stranger"
"obstruct justic"
"littl perspect"
"popular athlet"
"wrist behind"
"sever anxieti"
"good enough"
"enough onc"
"lose anyth"
"school fund"
"daughter visit"
"knew allll"
"power insight"
"sengillibrand thank"
"bring attent"
"socioeconom status"
"etc live"
"u care"
"especi woman"
"meet hammer"
"truth set"
"u free"
"share yet"
"2006 rape"
"69 yr"
"speaker denni"
"denni hastert"
"hastert s"
"admit walk"
"nake teen"
"era mi"
"mi primo"
"cuando tuve"
"tuve 10"
"conscient de"
"asqueada de"
"happen way"
"longer pretend"
"pretend otherwis"
"xe9tait flic"
"flic mai"
"mai il"
"il travaillait"
"plaint il"
"ce qui"
"avant mai"
"mai 7"
"car prescrit"
"ya un"
"un dout"
"dout pour"
"la juge"
"attack said"
"court nomin"
"la fill"
"fill qui"
"avec mon"
"mon sex"
"sex qd"
"plaisait et"
"et ell"
"est devenu"
"devenu miss"
"plus tard"
"plus un"
"chose u0001f60a"
"even dream"
"write screw"
"nirredeem filth"
"famili alien"
"tell them"
"want attent"
"keep dirti"
"dirti littl"
"singl tweet"
"also becaus"
"10 yet"
"teen report"
"usa militari"
"intern incid"
"mention dr"
"ford threat"
"heartbreak confess"
"someon kind"
"kind explain"
"whole male"
"male popul"
"vai se"
"se foder"
"foder man"
"educ psycholog"
"psycholog prof"
"prof becaus"
"sat right"
"right behind"
"counsel silenc"
"attack 5"
"receiv campaign"
"campaign donat"
"american compani"
"voic disapprov"
"prof blasey"
"first stori"
"ever wrote"
"dad say"
"half think"
"mother doe"
"next room"
"presid elder"
"elder told"
"friend valu"
"pleas pleas"
"pleas senators"
"senators pay"
"report 2"
"old nbecaus"
"everyon decid"
"still allow"
"birthday n"
"face look"
"hot mom"
"canu2019t make"
"spokesman hire"
"nomine accus"
"commit sexual"
"folk simpli"
"smh n"
"still hang"
"hang around"
"neck like"
"dark secret"
"s none"
"fuck busi"
"past doe"
"bodi doe"
"control either"
"javai 14"
"sentai pa"
"moi qui"
"qui avait"
"avait un"
"ami r"
"r miller"
"hashtag u2764"
"rough stuff"
"unexpect close"
"close fist"
"fist hit"
"hit scare"
"might happen"
"nbecaus ppl"
"ppl like"
"use sexual"
"make polit"
"polit point"
"get expens"
"late wife"
"w me"
"young nit"
"care nthat"
"fear vengeanc"
"one case"
"high put"
"rape stori"
"39 girl"
"apt build"
"ha friend"
"new citi"
"55 year"
"54 year"
"teenag betray"
"deepli injur"
"anyon put"
"u even"
"fuckin hashtag"
"bachelor gift"
"gift without"
"veri difficult"
"gather enough"
"show n"
"hashtag almost"
"everi second"
"white guy"
"u201cusa hat"
"confeder flag"
"flag sticker"
"everi judg"
"brother held"
"self harm"
"final releas"
"releas rand"
"rand report"
"report last"
"much put"
"let talk"
"talk lima"
"lima bean"
"ever serv"
"green talcum"
"talcum powder"
"powder veg"
"neighbor everyon"
"m 44"
"still le"
"dozen peopl"
"dnc need"
"next victim"
"world like"
"heart fill"
"fill w"
"w sorrow"
"guy like"
"deep recess"
"pleas let"
"horribl event"
"alleg rapist"
"rapist kavanaugh"
"victim professor"
"matter ha"
"drive past"
"creeper green"
"green panel"
"panel van"
"van yell"
"yell insult"
"asham u0001f61"
"start abus"
"next 14"
"m embarrass"
"sutter health"
"health report"
"physic harass"
"doubt sutter"
"sutter woukd"
"woukd help"
"sutter administr"
"sarah krevan"
"krevan ceo"
"safe room"
"room dure"
"dure break"
"break becaus"
"becaus noth"
"lie back"
"love husband"
"wonder father"
"share public"
"anoth room"
"keep follow"
"complet ignor"
"control themselv"
"becaus think"
"stori last"
"much anxieti"
"drink beer"
"az ren"
"ren fair"
"actor talk"
"get touch"
"whi make"
"ever went"
"two poem"
"post yesterday"
"el diablo"
"husband mayb"
"act togeth"
"much look"
"power saw"
"por muito"
"muito motivo"
"sinto mal"
"mal por"
"ter feito"
"de ir"
"cara vim"
"de ngm"
"ngm acreditar"
"acreditar pq"
"pq seria"
"seria minha"
"palavra contra"
"digeri tudo"
"twitter beef"
"bad whi"
"nice way"
"horrif crime"
"hey your"
"realli feel"
"peopl whose"
"whose slogan"
"safer communiti"
"communiti togeth"
"mon mec"
"que xe7a"
"xe7a faisait"
"faisait plusieur"
"plusieur soir"
"se voyait"
"san rien"
"rien fair"
"xe9tait 23h30"
"23h30 et"
"debout depui"
"depui 4h30"
"de dire"
"dire pour"
"non je"
"xe9puis xe9"
"je voulai"
"pouvoir enfin"
"enfin dormir"
"knew rape"
"rape convict"
"call campus"
"answer machin"
"steak knife"
"knife hidden"
"old doesnt"
"doesnt know"
"knife qonr"
"qonr adequ"
"adequ slit"
"soul hurt"
"famili doctor"
"beyond terrifi"
"mom advis"
"deepli traumat"
"never prosecut"
"expos insid"
"insid sexual"
"big industri"
"report befor"
"befor year"
"societi need"
"need explan"
"anyon wo"
"u201cwhi suggest"
"onli question"
"collect pain"
"forc survivor"
"worst moment"
"keep post"
"u201cstori even"
"start talk"
"next father"
"alreadi sleep"
"retyp 3x"
"2nd man"
"psychic abil"
"drunken classmat"
"prick teas"
"someth never"
"never evolv"
"s femalesplain"
"deem jail"
"time necessari"
"predatori act"
"actual defend"
"still ask"
"get loud"
"boyfriend 3"
"song say"
"84 yr"
"old mom"
"doctor pin"
"ever spoke"
"rape make"
"s hear"
"acho que"
"isso foi"
"bolo para"
"realment espero"
"espero que"
"ele sofra"
"sofra um"
"wreck havoc"
"anyon still"
"s consequ"
"global lack"
"ich war"
"war etwa"
"etwa 16"
"er hat"
"hat mich"
"mich gefragt"
"gefragt ob"
"ob er"
"bestimmt foto"
"ich habe"
"habe nein"
"nein gesagt"
"gesagt und"
"und er"
"hat e"
"e akzeptiert"
"das e"
"e trotzdem"
"war sah"
"sah ich"
"erst viel"
"ich denk"
"denk oft"
"oft daran"
"daran und"
"und ekel"
"ekel mich"
"da offic"
"sacramento polic"
"ag xavier"
"xavier becerra"
"ha care"
"nurs lock"
"male question"
"peopl want"
"male panel"
"11 close"
"profession intellig"
"intellig woman"
"everi profession"
"saw told"
"wrong happen"
"evid anyway"
"fellow woman"
"tv today"
"today say"
"s normal"
"stori woman"
"horrifi testimoni"
"full stop"
"stupidest shit"
"problem accus"
"accus dr"
"nobodi s"
"throw anyon"
"jail without"
"fact first"
"nso whi"
"internet date"
"date site"
"newli singl"
"univers believ"
"administr ha"
"mandat faculti"
"ford move"
"move closer"
"rememb parti"
"belief ford"
"amaz woman"
"share grief"
"share belief"
"share outrag"
"share strength"
"fearless n"
"22 becaus"
"bus stop"
"somehow manag"
"keep take"
"excel thread"
"time everyon"
"everyon start"
"4 wit"
"wit name"
"accus say"
"ni must"
"pant mean"
"whyididntreport hey"
"hey republican"
"ship ha"
"ha sail"
"snarki polit"
"polit comment"
"kind wurd"
"wurd ich"
"ich missbraucht"
"habe mir"
"mir jahrelang"
"jahrelang die"
"die schuld"
"schuld daran"
"daran gegeben"
"jetzt sehe"
"sehe ich"
"da ander"
"ander nur"
"nur leider"
"leider ist"
"ist die"
"die straftat"
"committe read"
"good number"
"hashtag befor"
"ni figur"
"hard evid"
"padma lakshmi"
"mira sorvino"
"sorvino come"
"whyididntreport nat"
"nat 13"
"civic duti"
"put asid"
"mani touch"
"brave remark"
"remark stori"
"mayb 4"
"much fun"
"alway heard"
"u201cproven wrong"
"fuck stomach"
"pq isso"
"isso mataria"
"mataria minha"
"e acabaria"
"acabaria com"
"big sister"
"even said"
"attent mr"
"mr simpson"
"read took"
"hit today"
"real class"
"mother must"
"victim becaus"
"get readi"
"oh well"
"father 20"
"brother die"
"friend befor"
"say ok"
"sleep bag"
"wiggl around"
"happen onc"
"onc alreadi"
"still drunk"
"drunk enough"
"11 pm"
"differ state"
"fli home"
"priest sent"
"sent away"
"men speak"
"fair investig"
"dear deadlin"
"style tip"
"assault mushroom"
"tweet u2013"
"u2013 deadlin"
"draft folder"
"feel courag"
"courag enough"
"share one"
"warehous shelf"
"bullshit slap"
"wrist like"
"wonder woman"
"s worth"
"worth report"
"famili either"
"see plenti"
"includ cruel"
"cruel respons"
"onli 3"
"didnt fulli"
"nbecaus later"
"town celebr"
"liter thousand"
"dude belief"
"belief kavanaugh"
"kavanaugh u201copinion"
"ladi help"
"ugli cri"
"mani predat"
"school mishandl"
"handl later"
"later incid"
"big shot"
"shot footbal"
"brother best"
"repeat pin"
"ani taker"
"high risk"
"risk bet"
"report stori"
"also quit"
"quit tell"
"good vibe"
"tragic stori"
"onli evid"
"trauma left"
"quiet girl"
"father sens"
"sens someth"
"shera_marley ok"
"hey presto"
"noth 1"
"beyond dishearten"
"read countless"
"countless stori"
"gender base"
"believ individu"
"u matter"
"around 7"
"month pregnant"
"anyth posit"
"start cri"
"power differ"
"affirm consent"
"consent even"
"risk ruin"
"someon mayb"
"mayb believ"
"drunken whore"
"happen 37"
"fog u"
"u deliber"
"deliber keep"
"figur get"
"get smaller"
"manifest differ"
"rememb minut"
"rememb onli"
"salient one"
"rememb later"
"broadcast someth"
"wishful purpos"
"went outsid"
"fresh air"
"perform oral"
"u0001f494 n"
"even human"
"redeem element"
"pain truth"
"nation fail"
"path beyond"
"mainten man"
"apt bldg"
"polic final"
"final found"
"guy friend"
"3 boy"
"still see"
"speak truth"
"m absolut"
"absolut gobsmack"
"shear volum"
"horrif stori"
"best wish"
"man upstair"
"mani thousand"
"tell basic"
"rape gone"
"gone unpunish"
"bcoz whore"
"whore around"
"close mouth"
"bcoz trust"
"trust get"
"get shatter"
"bcoz societi"
"societi question"
"societi judg"
"wrong person"
"old job"
"job back"
"disrespect advanc"
"everi american"
"alleg investig"
"investig befor"
"befor ani"
"someon death"
"someon life"
"aunt bf"
"onli realiz"
"violenc stay"
"stay mum"
"fuck cynic"
"cynic disingenu"
"disingenu fuck"
"moron fuck"
"weekend ha"
"must realli"
"cathol guilt"
"bad one"
"final came"
"next 30"
"yr tri"
"heartbreak power"
"befor u"
"mannqeuin remix"
"girl anyway"
"stop love"
"tinha 8"
"8 ano"
"ele continuou"
"qual eu"
"eu pertencia"
"pesadelo toda"
"noit com"
"meu cunhado"
"nsinto meu"
"meu peito"
"peito sufocar"
"sufocar toda"
"que lembro"
"eu sincerament"
"sincerament admiro"
"admiro muito"
"muito toda"
"que conseguem"
"conseguem falar"
"one keep"
"big famili"
"11year old"
"safe becaus"
"heartwrench thread"
"mani fail"
"fellow american"
"kati rosa"
"cop detain"
"sampl til"
"til 20hrs"
"boy right"
"grandmoth told"
"dad famili"
"lawrenc nthis"
"nthis ha"
"na 14"
"old rape"
"assault dure"
"3 separ"
"separ men"
"home barefoot"
"stori drag"
"drag rape"
"power cultur"
"public eye"
"stori repeat"
"famili care"
"becaus quiet"
"quiet blame"
"disturb stori"
"attack receiv"
"full consequ"
"befor god"
"christian famili"
"worth le"
"alreadi surviv"
"surviv childhood"
"childhood rape"
"stupid trust"
"becaus everyth"
"everyth insid"
"deixa muito"
"saber que"
"que milhar"
"milhar de"
"estuprada e"
"e ninguem"
"ninguem sabe"
"priest appar"
"appar held"
"whose proceed"
"proceed sermon"
"metaphor juda"
"juda among"
"u saw"
"saw patron"
"patron turn"
"send u"
"u threat"
"day still"
"silenc purchas"
"silenc comfort"
"let anyon"
"anyon get"
"get close"
"noth work"
"final process"
"s devast"
"selfless share"
"onli shrink"
"shrink smaller"
"true courag"
"scare mayb"
"shame 33"
"pajama head"
"2 cousin"
"cousin without"
"kept babysit"
"tri anyth"
"promin man"
"close proxim"
"proxim thatf"
"thatf thought"
"final gather"
"go to"
"parent forc"
"god exist"
"despit repeat"
"repeat say"
"favorit dessert"
"him nbc"
"went limp"
"d worn"
"u0001f447u0001f447u0001f447u0001f447 retweet"
"think christin"
"doesnt make"
"okay sinc"
"s part"
"naiv 9"
"truli care"
"victim enough"
"le satellit"
"satellit solide_sur_les_appui"
"male neighbor"
"sexual assult"
"abus happen"
"ms christin"
"puke drunk"
"ani ration"
"ration state"
"famili talk"
"boy ha"
"tell use"
"brain dead"
"ignor woman"
"honest cant"
"incid ive"
"ive tri"
"know pleas"
"pleas dont"
"dont feel"
"stori bc"
"et homm"
"got next"
"drove till"
"till sure"
"min later"
"apt door"
"he push"
"assum bc"
"remain conscious"
"critic moment"
"secur shrug"
"look happi"
"toda que"
"que han"
"han sufrido"
"sufrido u"
"u abuso"
"le envio"
"envio un"
"un mensaj"
"mensaj de"
"de apoyo"
"felt hand"
"becaus open"
"punjabi household"
"household almost"
"almost never"
"took trigger"
"trigger event"
"three rapist"
"grown men"
"sheriff deputi"
"rape crisp"
"crisp white"
"white uniform"
"uniform shirt"
"dark green"
"green windbreak"
"sheriff offic"
"offic seal"
"d leav"
"earliercthst summer"
"2 boat"
"bikini paint"
"guy sailboat"
"mayb get"
"guy privileg"
"privileg bubbl"
"mani ppl"
"ppl tire"
"got nowher"
"whi werent"
"mix messag"
"alway like"
"polic left"
"hr 16"
"pas becaus"
"cosbi joke"
"like normal"
"friend j"
"stepfath sinc"
"cousin best"
"aunt becaus"
"veri next"
"music teacher"
"teacher call"
"21 befor"
"insert ad"
"serious search"
"least leav"
"dedic search"
"meme right"
"soooo basic"
"twitter hashtag"
"everyon parti"
"sure whi"
"whi parent"
"parent allow"
"singl adult"
"truli belief"
"ever sexual"
"mayb younger"
"13 fuck"
"fuck year"
"adult roommat"
"roommat also"
"never togeth"
"near beat"
"beat someon"
"2yr old"
"handl horribl"
"incompet polic"
"kill anyon"
"get u2018sav"
"u2018sav somehow"
"sex previous"
"polic gave"
"gave zero"
"zero fuck"
"gay male"
"male rape"
"friend vanessa"
"vanessa marquez"
"marquez actress"
"actress recent"
"recent kill"
"actor held"
"mom ha"
"ha let"
"15yr old"
"groceri store"
"gall 2"
"damn ignor"
"court judg"
"judg need"
"need vet"
"veri last"
"activ make"
"tear run"
"face read"
"may america"
"america listen"
"slut anyway"
"kid alreadi"
"alreadi think"
"think becaus"
"sex one"
"open letter"
"yale law"
"undergo four"
"brain suppress"
"piec came"
"stupid anyway"
"actual wonder"
"perfect symmetri"
"novemb 6th"
"karmivaan uhrien"
"miksi seksuaalisen"
"pystyneet raportoimaan"
"yksi konkreettinen"
"konkreettinen askel"
"askel suomessa"
"emot traumat"
"plan parenthood"
"get contracept"
"new doctor"
"mom wait"
"wait outsid"
"dr molest"
"realiz today"
"knew fail"
"litl sister"
"m almost"
"almost 72"
"week ago"
"reput even"
"might tell"
"tell dad"
"kill everyon"
"keep shove"
"keep ignor"
"may yet"
"yet find"
"becom angri"
"keep drink"
"numb everyth"
"final decid"
"nomine assault"
"assault storm"
"storm fan"
"cool crowd"
"smart enough"
"slept togeth"
"kept get"
"act accord"
"parti sound"
"lot like"
"abet child"
"roy moor"
"11 white"
"men decid"
"veri true"
"import even"
"veri tough"
"mani way"
"enforc agenc"
"nwhich time"
"befor dna"
"dna test"
"48 yr"
"continu valid"
"baptist church"
"scare boy"
"back fenc"
"fenc whenev"
"owe someth"
"road onc"
"street today"
"na break"
"break mi"
"mi famili"
"like nobodi"
"woman lay"
"lay bare"
"kavanaugh nomin"
"maint man"
"polic found"
"never marri"
"anyon near"
"rokhanna appar"
"touch someon"
"clear say"
"new employ"
"allow anoth"
"anoth generat"
"treat dr"
"regist nurs"
"shower afterward"
"much happen"
"valid whether"
"ha commit"
"offens punish"
"emphasi ad"
"partial memori"
"memori loss"
"vulner situat"
"empathet take"
"cop care"
"realli cute"
"cute older"
"alway walk"
"walk past"
"quxe9 fuert"
"fuert los"
"los mensaj"
"important leerlo"
"stupid naiv"
"naiv 13yo"
"hypocrit wast"
"withhold 93"
"bk document"
"rush hear"
"counti prosecutor"
"yr fear"
"bk 17"
"adult odd"
"critic christin"
"teen ha"
"ha inspir"
"se via"
"pleas like"
"pain felt"
"best guy"
"french kiss"
"man along"
"hope ask"
"sudden realiz"
"deplor sob"
"3 rapist"
"tri forc"
"rememb whi"
"tell bc"
"honest devast"
"give comfort"
"week l8er"
"neighbor scare"
"serious bc"
"pattyarquett someth"
"similar happen"
"watch famili"
"relat bash"
"bash woman"
"even blame"
"cousin husband"
"simul intercours"
"nonnat man"
"nativ woman"
"woman given"
"given pass"
"34yr old"
"valid everyth"
"interview make"
"call woman"
"karma pay"
"peopl realiz"
"le real"
"differ journey"
"le consist"
"good reason"
"thank jen"
"inspir courag"
"frame lifetim"
"woman w"
"w larg"
"take challeng"
"anoth cop"
"wait 2"
"never agre"
"peopl hit"
"negat way"
"music publish"
"publish offic"
"music run"
"left asap"
"slowli realiz"
"enfouir xe7a"
"xe7a et"
"et ne"
"ne jamai"
"jamai le"
"dan une"
"une famill"
"faut xeatr"
"xeatr fort"
"fort et"
"et prendr"
"prendr sur"
"sur soi"
"eu tort"
"xe0 de"
"de ami"
"youth worker"
"never date"
