30001,60672,1
30001,268,1
30001,16525,1
30001,1462,1
30001,31477,1
30003,102689,1
30003,80027,1
30003,2885,1
30003,16040,1
30003,2125,1
30003,15794,1
30003,7155,1
30003,630,1
30003,72984,1
30003,72985,1
30003,3419,1
30003,478,1
30003,99871,1
30004,16139,1
30005,128,1
30005,545,1
30005,866,2
30005,707,1
30005,420,1
30005,1356,1
30005,16589,1
30005,16955,1
30005,274,1
30005,851,1
30005,182,1
30005,1335,1
30005,3416,1
30005,153,1
30005,672,1
30005,963,1
30005,575,1
30006,194,1
30006,355,1
30006,694,1
30006,16447,1
30007,1318,1
30007,337,1
30007,61754,1
30007,17339,1
30007,3933,1
30007,479,1
30008,560,1
30008,39621,1
30008,1001,1
30008,144,1
30008,817,1
30008,819,1
30008,1428,1
30008,3125,1
30008,2774,1
30008,376,1
30008,1599,1
30008,222,1
30008,543,1
30009,672,1
30009,3233,1
30009,21889,1
30009,264,1
30009,16876,1
30009,57682,1
30009,274,1
30009,4051,1
30009,16344,1
30009,31129,1
30009,7167,1
30009,1247,1
30010,545,1
30010,1031,1
30010,17404,1
30010,719,1
30010,16464,1
30010,1044,1
30010,96757,1
30010,15702,1
30010,76152,1
30010,7028,1
30010,2684,1
30010,606,1
30011,5346,1
30011,1667,1
30011,5357,1
30011,4818,1
30011,637,1
30011,3999,1
30012,17323,1
30012,7167,1
30012,3081,1
30012,74,1
30012,439,1
30012,653,1
30012,206,1
30012,174,1
30012,599,1
30012,1311,1
30012,1247,1
30013,16257,1
30013,898,1
30013,16499,1
30013,1700,2
30013,49831,1
30013,45,1
30013,557,1
30013,15697,1
30013,850,1
30013,211,1
30013,8468,1
30013,73883,1
30013,17341,1
30013,7155,1
30014,46784,1
30014,25424,1
30014,355,1
30014,65249,1
30014,72,1
30014,349,1
30014,2384,1
30014,573,1
30014,1203,1
30014,857,1
30014,1435,1
30014,989,1
30015,672,2
30015,37,1
30015,689,1
30015,584,1
30015,362,1
30015,2604,1
30015,653,1
30015,1583,1
30015,529,1
30015,1017,1
30015,953,1
30015,2170,1
30015,18989,1
30015,1061,1
30016,224,1
30016,1281,1
30016,1128,1
30016,3452,1
30016,362,1
30016,655,1
30016,378,1
30016,444,1
30016,16090,1
30017,98,1
30017,355,1
30017,16235,1
30017,587,1
30017,590,1
30017,2137,1
30017,286,1
30018,17,1
30019,994,1
30019,16964,1
30019,615,1
30019,1423,1
30019,792,1
30019,16252,1
30019,639,2
30020,386,1
30020,6084,1
30020,2309,1
30020,1448,1
30020,3274,1
30020,1896,1
30020,4179,1
30020,3709,1
30021,353,1
30021,17347,1
30021,5,1
30021,518,1
30021,20909,1
30021,15694,1
30021,655,2
30021,113,1
30021,916,1
30021,1593,1
30021,250,1
30021,25852,1
30021,541,1
30021,542,1
30022,900,1
30022,1320,1
30022,16171,1
30022,15788,1
30022,109,1
30022,1814,1
30022,439,4
30022,16319,1
30023,1892,1
30023,1468,1
30024,705,1
30024,16205,1
30024,973,1
30024,1134,1
30024,109,1
30024,1204,1
30024,206,1
30024,1469,1
30024,1564,1
30024,189,1
30025,1034,1
30025,4565,1
30026,1456,1
30026,1218,1
30026,1603,1
30026,3781,1
30026,2280,1
30026,2348,1
30026,1582,1
30026,783,1
30026,272,1
30026,252,1
30026,957,1
30026,10910,1
30027,1356,1
30027,16589,1
30027,349,1
30027,23283,1
30027,2265,1
30027,2008,1
30027,697,1
30027,1245,1
30027,53406,1
30027,575,1
30028,15878,1
30028,969,1
30028,940,1
30028,525,1
30028,17909,1
30028,34846,1
30029,1456,1
30029,1218,1
30029,1603,1
30029,3781,1
30029,2280,1
30029,2348,1
30029,1582,1
30029,783,1
30029,272,1
30029,252,1
30029,957,1
30029,10910,1
30031,609,1
30031,1417,1
30031,1067,1
30031,1105,1
30031,923,1
30031,3357,1
30031,286,1
30032,17248,1
30032,3959,1
30032,399,1
30032,1363,1
30032,2005,1
30032,183,1
30032,4408,1
30032,1691,1
30032,2620,1
30032,925,1
30032,10910,1
30032,255,1
30033,1769,1
30033,2323,1
30033,5524,1
30033,7663,1
30034,4049,1
30034,114,1
30034,1276,1
30036,9442,1
30036,1123,1
30036,8262,1
30036,72,1
30036,63852,1
30036,1292,1
30036,877,1
30036,206,1
30036,67251,1
30036,1557,1
30036,16696,1
30036,349,1
30037,322,1
30037,1289,1
30037,15914,1
30037,2508,1
30037,656,1
30037,465,1
30037,85,1
30037,2072,1
30037,1050,1
30037,443,1
30037,1982,1
30039,322,1
30039,20996,1
30039,582,1
30039,811,1
30039,748,1
30039,31773,1
30039,4823,1
30039,475,1
30039,4701,1
30039,3679,1
30040,17019,1
30040,611,1
30040,8493,1
30040,302,1
30040,1135,1
30041,701,1
30041,421,1
30041,16492,1
30041,1583,1
30041,817,1
30041,253,1
30041,29,1
30041,64606,1
30042,2850,1
30042,1295,1
30042,70769,1
30042,29112,1
30042,98713,1
30042,1563,1
30042,286,1
30044,643,1
30044,593,1
30044,16906,1
30044,20174,1
30044,529,1
30044,85,1
30044,1372,1
30045,6628,1
30045,296,1
30045,940,1
30045,109,1
30045,398,1
30045,72530,1
30045,1942,2
30046,1449,1
30046,54125,1
30046,719,1
30046,598,1
30046,599,1
30046,91,1
30047,16257,1
30047,643,1
30047,811,2
30047,843,1
30047,31773,1
30047,2767,1
30047,88,1
30047,313,1
30047,73883,1
30047,3197,1
30047,446,1
30048,689,1
30048,1582,1
30048,69,1
30048,286,1
30048,15929,1
30049,857,1
30049,1108,1
30049,3079,1
30050,15746,1
30050,4843,1
30050,295,1
30050,1640,1
30050,823,1
30050,1004,1
30050,269,1
30050,366,1
30050,17460,1
30050,789,1
30050,407,1
30050,217,1
30050,49050,1
30051,705,2
30051,5990,1
30051,618,1
30051,305,2
30051,467,1
30051,2581,1
30051,792,1
30051,35545,1
30051,1053,1
30052,19459,1
30052,867,1
30052,11748,1
30052,2885,1
30052,57006,1
30052,2191,1
30052,64145,1
