30002,260,1
30003,72984,1
30003,72985,1
30003,80027,1
30003,44188,1
30003,99871,1
30003,64032,1
30003,801,1
30003,62883,1
30003,62884,1
30003,94629,1
30003,16040,1
30003,171,1
30003,300,1
30003,301,1
30003,7471,1
30003,10032,1
30003,15794,1
30003,32310,1
30003,312,1
30003,2885,1
30003,102689,1
30003,2125,1
30003,208,1
30003,84,1
30003,15706,1
30003,3419,1
30003,478,1
30003,226,1
30003,7155,1
30003,630,1
30003,2813,1
30004,801,1
30004,514,1
30004,16139,1
30004,30,1
30004,14,1
30005,128,1
30005,274,1
30005,963,1
30005,153,1
30005,672,1
30005,545,1
30005,420,1
30005,38,1
30005,28200,1
30005,182,1
30005,1335,1
30005,16955,1
30005,64062,1
30005,575,1
30005,707,1
30005,951,1
30005,1356,1
30005,16589,1
30005,851,1
30005,214,1
30005,3416,1
30005,93,1
30005,95,1
30005,866,2
30005,870,1
30005,64063,1
30005,383,1
30006,194,1
30006,355,1
30006,33832,1
30006,80809,1
30006,915,1
30006,694,1
30006,16447,1
30007,64064,1
30007,80385,1
30007,331,1
30007,61754,1
30007,1318,1
30007,200,1
30007,10377,1
30007,171,1
30007,107607,1
30007,337,1
30007,32979,1
30007,148,1
30007,149,1
30007,150,1
30007,94041,1
30007,84,1
30007,58,1
30007,17339,1
30007,15706,1
30007,3933,1
30007,479,1
30008,24194,1
30008,7,1
30008,144,1
30008,1428,1
30008,150,1
30008,1048,1
30008,543,1
30008,291,1
30008,560,1
30008,817,1
30008,819,1
30008,3125,1
30008,95286,1
30008,30391,1
30008,1599,1
30008,64065,1
30008,64066,1
30008,196,1
30008,39621,1
30008,2774,1
30008,95285,1
30008,222,1
30008,1001,1
30008,376,1
30008,254,1
30009,21889,1
30009,264,1
30009,274,1
30009,21,1
30009,31129,1
30009,26,1
30009,672,1
30009,3233,1
30009,291,2
30009,36,1
30009,95287,1
30009,60,1
30009,64067,1
30009,64068,1
30009,57682,1
30009,4051,1
30009,214,1
30009,16344,1
30009,1247,1
30009,870,1
30009,16876,1
30009,7167,1
30010,8321,1
30010,171,2
30010,1031,1
30010,1044,1
30010,545,1
30010,427,1
30010,36401,1
30010,51510,1
30010,202,1
30010,203,1
30010,719,1
30010,16464,1
30010,84,2
30010,15702,1
30010,108631,1
30010,15706,2
30010,606,1
30010,2684,1
30010,108,1
30010,7028,1
30010,96757,1
30010,76152,1
30010,17404,1
30011,1667,1
30011,5391,2
