20001,1201,1
20001,389,1
20001,42609,1
20003,1986,1
20003,91,1
20003,3948,1
20003,824,1
20003,3803,1
20003,766,1
20004,45536,1
20004,194,1
20004,2728,1
20004,15977,1
20004,30736,1
20004,16168,1
20004,274,1
20004,24052,1
20004,920,1
20004,1435,1
20006,610,1
20006,2531,1
20006,2195,1
20006,4560,1
20006,499,1
20006,17110,1
20007,46691,1
20007,16202,1
20007,3085,1
20007,850,1
20007,595,1
20007,276,1
20007,789,1
20007,792,1
20007,318,1
20007,16063,1
20008,5154,1
20008,17763,1
20008,74150,1
20008,43281,1
20008,236,1
20008,2282,1
20008,29463,1
20008,524,1
20008,7377,1
20008,85132,1
20008,1268,1
20008,3637,1
20008,15977,1
20008,825,1
20008,543,1
20009,1026,2
20009,136,1
20009,1833,1
20009,55116,1
20009,2031,1
20009,279,1
20009,280,1
20009,282,1
20009,283,1
20009,30012,1
20009,29917,1
20010,141,1
20010,16655,1
20010,1841,1
20010,309,1
20010,1400,1
20010,318,1
20010,1599,1
20011,518,1
20011,679,1
20011,17611,1
20011,332,1
20011,633,1
20011,313,1
20011,1279,1
20011,1565,1
20011,863,1
20012,1800,1
20012,1769,1
20012,305,1
20012,2995,1
20012,599,1
20012,505,1
20012,2045,1
20013,2634,1
20013,2093,1
20013,51119,1
20013,2929,1
20013,916,1
20013,3544,1
20014,1026,1
20014,50255,1
20014,973,1
20014,7949,1
20014,402,1
20014,787,1
20014,2967,1
20014,2175,1
20014,605,1
20014,927,1
20015,228,1
20015,359,1
20015,1418,1
20015,231,1
20015,814,1
20015,35215,1
20015,817,1
20015,718,1
20015,1278,1
20015,702,1
20015,16735,1
20016,416,1
20016,1253,1
20016,1388,1
20016,785,1
20016,2324,1
20016,4278,1
20016,187,1
20016,2045,1
20016,1567,1
20017,737,1
20017,1282,1
20017,2939,1
20017,516,2
20017,2698,1
20017,263,1
20017,362,1
20017,173,1
20017,116,1
20017,1439,1
20017,56284,1
20017,541,1
20017,1118,1
20017,1279,1
20018,920,1
20018,15740,1
20018,261,1
20019,74370,1
20019,4087,1
20019,4295,1
20019,1832,1
20019,971,1
20019,17639,1
20019,1774,1
20019,23919,1
20019,19987,1
20019,73458,1
20019,2323,1
20019,1524,1
20019,3415,1
20019,2330,1
20019,444,1
20019,127,1
20020,544,1
20020,194,1
20020,227,1
20020,5,1
20020,615,1
20020,746,1
20020,2093,1
20020,48365,1
20020,3447,1
20020,20857,1
20020,18586,1
20020,17021,1
20020,478,1
20020,16383,1
20021,96,1
20021,74,1
20021,1557,1
20021,109,1
20021,605,1
20022,128,1
