10002,514,1
10002,18565,1
10002,1161,1
10002,267,1
10002,24,1
10002,3717,1
10002,291,1
10002,2468,1
10002,37,1
10002,38,1
10002,36521,1
10002,36522,1
10002,36523,1
10002,36524,1
10002,303,1
10002,81968,1
10002,372,1
10002,443,1
10002,573,1
10002,1089,1
10002,195,1
10002,228,1
10002,116,1
10002,629,1
10002,119,1
10003,224,1
10003,481,1
10003,35,1
10003,36,1
10003,230,1
10003,39,2
10003,52169,1
10003,362,1
10003,359,1
10003,435,1
10003,14,1
10003,303,1
10003,1555,1
10003,291,2
10003,21,1
10003,1337,1
10003,43359,1
10003,56807,1
10003,222,1
10003,16302,1
10004,1352,1
10004,639,1
10004,788,1
10004,399,1
10005,384,2
10005,22,1
10005,3081,1
10005,140,1
10005,103438,1
10005,1814,1
10005,792,1
10005,324,1
10005,32157,1
10005,81969,1
10005,17064,1
10005,300,1
10005,36525,1
10005,36526,1
10005,36527,1
10005,36528,1
10005,36529,1
10005,36530,1
10005,81971,1
10005,567,1
10005,60,1
10005,318,1
10005,196,1
10005,17804,1
10005,587,1
10005,3662,1
10005,595,1
10005,1496,2
10005,4316,1
10005,98,2
10005,81970,1
10005,1637,1
10006,15878,1
10006,525,1
10006,270,1
10006,1427,1
10006,22,1
10006,24,1
10006,15770,1
10006,48,1
10006,38,1
10006,16551,1
10006,429,1
10006,46,2
10006,304,1
10006,456,1
10006,1330,1
10006,36531,1
10006,36532,1
10006,36533,1
10006,5049,1
10006,72,1
10006,1865,1
10006,202,1
10006,73101,1
10006,56284,1
10006,43357,1
10006,353,1
10006,366,1
10006,1273,1
10006,40444,1
10007,792,1
10007,122,1
10007,595,1
10007,45171,1
10008,801,1
10008,34291,1
10008,76,1
10009,197,1
10009,15849,1
10009,75215,1
10009,22001,1
10009,149,1
10009,89,1
10010,226,1
10010,35,1
10010,37,1
10010,38,1
10010,39301,1
10010,171,1
10010,620,1
10010,1666,1
10010,622,1
10010,36534,1
10010,15907,1
10010,195,1
10010,564,1
10010,150,1
10010,36535,1
10010,857,1
10010,947,1
10010,191,1
10011,304,1
10011,20997,1
10011,206,1
10011,495,1
10011,48,1
10011,36536,1
10011,33971,1
10011,149,1
10011,920,1
10011,409,1
10011,122,1
10011,1051,1
10011,39836,1
10012,21410,1
10012,196,1
10012,622,1
10013,1824,1
10013,807,1
10013,1003,1
10013,205,1
10013,29811,1
10013,245,1
10013,22,1
10013,151,1
10013,8602,1
10013,36538,1
10013,318,1
10013,3071,1
10014,17344,1
10014,38818,1
10014,38,1
10014,200,1
10014,201,1
10014,171,1
10014,140,1
10014,77167,1
10014,208,1
10014,1384,1
10014,26195,1
10014,179,1
10014,84,1
10014,15700,1
10014,15706,1
10015,655,2
10015,103440,1
10015,103441,1
10015,402,1
10015,27412,1
10015,153,1
10015,32,1
10015,24609,1
10015,549,1
10015,304,1
10015,180,1
10015,81974,1
10015,81975,1
10015,81976,1
10015,313,1
10015,81978,1
10015,36540,1
10015,36541,1
10015,22974,1
10015,36543,1
10015,36544,1
10015,193,1
10015,69,1
10015,200,1
10015,16587,1
10015,598,1
10015,81977,1
10015,2008,1
10015,998,1
10015,870,1
10015,72815,1
10015,36542,1
10015,1144,1
10015,379,1
10017,24096,1
10017,36545,1
10017,36546,1
10017,35,1
10017,296,1
10017,300,1
10017,36547,1
10017,76,1
10017,301,1
10017,19133,1
10017,113,1
10017,15955,1
10017,83,1
10017,1524,1
10017,32310,1
10017,120,1
10017,52636,1
10017,81979,1
10017,60,2
10017,477,1
10017,1996,1
10018,38,1
10018,103,1
10018,16745,1
10018,16746,1
10018,99915,1
10018,16204,1
10018,301,1
10018,73166,1
10018,973,1
10018,208,1
10018,15794,1
10018,73165,1
10018,373,1
10018,567,1
10018,122,1
10019,73121,1
10019,66,1
10019,356,1
10019,36549,1
10019,39,1
10019,36548,1
10019,105,1
10019,202,1
10019,4375,1
10019,270,1
10019,82,1
10019,179,1
10019,276,1
10019,918,1
10019,343,1
10019,345,1
10019,15770,1
10019,8603,1
10019,16604,1
10019,127,1
10020,899,1
10020,35862,1
10020,24,1
10020,18336,1
10020,23589,1
10020,39,3
10020,554,1
10020,427,2
10020,301,1
10020,48,1
10020,177,1
10020,830,1
10020,324,1
10020,1989,1
10020,36550,1
10020,583,1
10020,210,1
10020,214,1
10020,1114,1
10020,733,1
10020,16741,1
10020,17268,1
10021,260,1
10021,199,1
10022,35748,1
10022,8427,1
10022,2732,1
10022,7693,1
10022,35695,1
10022,404,1
10022,3225,1
10023,28837,1
10023,36551,1
10023,237,1
10023,495,1
10023,80,1
10023,103442,1
10023,883,1
10023,18934,1
10023,1048,1
10023,23545,1
10023,81980,1
10023,81981,1
10023,1342,1
10023,63,1
10024,35,1
10024,1809,1
10024,429,1
10024,14,1
100
