tweetID	 gramID	 count
288	1159	1
288	268	1
288	1077	1
288	726	1
288	124	1
288	607	1
289	131	1
289	1160	1
289	781	2
289	1108	1
289	855	1
289	283	1
290	357	1
290	1030	1
290	16401	1
290	136	1
290	1161	2
290	1162	1
290	1163	1
290	1164	1
290	1165	1
290	1166	1
290	39278	1
290	465	1
290	499	1
290	53	1
290	567	1
291	960	1
291	962	1
291	644	1
291	730	1
291	731	1
291	958	1
291	959	1
292	1167	1
292	77	1
292	1045	1
293	296	1
294	37	1
294	141	1
294	1168	1
294	1169	1
294	114	1
294	16406	1
294	664	1
294	953	1
294	18810	1
295	1176	1
295	81	1
295	589	1
295	399	1
296	960	1
296	962	1
296	644	1
296	730	1
296	731	1
296	958	1
296	959	1
297	1177	1
298	1179	1
298	1180	1
299	101	1
299	16414	1
299	407	1
300	1184	1
300	642	1
300	295	1
300	46382	1
300	115	1
300	88060	1
301	1025	1
301	1090	1
301	647	1
301	232	1
301	907	1
301	1186	1
301	590	1
301	655	1
301	979	1
301	15969	1
301	220	1
302	576	1
302	50255	1
302	1196	1
302	957	1
302	535	1
303	672	1
303	609	1
303	1197	1
303	1198	1
303	1199	2
303	1200	2
303	209	1
305	1201	1
305	16425	1
305	16428	1
305	817	1
305	1202	1
305	1203	1
305	638	1
305	1055	1
306	928	1
306	225	1
306	1024	1
306	353	1
306	590	1
306	17968	1
306	1204	1
306	1206	1
306	829	1
306	830	1
307	98	1
307	615	1
307	36316	1
307	908	1
307	642	1
307	85132	1
307	43281	1
307	16434	1
307	116	1
307	151	1
307	1208	1
307	15964	1
308	15740	1
308	261	1
308	21086	1
309	17064	1
309	209	1
309	18810	1
309	1209	1
310	960	1
310	962	1
310	644	1
310	730	1
310	731	1
310	958	1
310	959	1
312	544	1
312	545	1
312	740	1
312	15654	1
312	263	1
312	843	1
312	16210	1
312	1213	1
312	176	1
312	50	1
312	790	1
312	823	1
312	1785	1
312	16445	1
312	1212	1
312	925	1
313	184	3
313	544	1
313	493	1
313	918	1
314	1216	1
314	249	1
314	85	1
314	1214	1
314	271	1
315	355	1
315	69	1
315	73077	1
315	22254	1
315	369	1
315	437	1
315	694	1
315	15929	1
315	1018	1
315	16447	1
