tweetID,topicNumber,gramID,count
126,2,712,1
126,2,713,1
126,2,715,1
126,2,332,1
126,2,141,1
127,1,44674,1
127,1,716,1
127,1,717,1
127,1,718,1
127,1,719,1
165,2,131,1
165,2,4,1
165,2,550,1
165,2,855,1
165,2,153,1
165,2,858,1
165,2,859,1
165,2,860,1
165,2,861,1
166,4,864,1
166,4,865,1
166,4,866,1
166,4,867,1
166,4,277,1
166,4,858,1
166,4,863,1
167,2,36000,1
167,2,871,1
167,2,872,1
167,2,873,1
167,2,349,1
167,2,60575,1
168,2,19366,1
168,2,874,1
168,2,876,1
168,2,877,1
168,2,878,1
168,2,18104,1
168,2,313,1
168,2,16127,1
169,1,672,1
169,1,880,1
169,1,879,1
352,1,1313,1
352,1,1314,1
352,1,451,1
352,1,918,1
352,1,294,1
352,1,232,1
352,1,1315,1
352,1,659,1
352,1,821,1
352,1,694,1
352,1,16535,1
352,1,16537,1
352,1,572,1
352,1,222,1
355,1,16548,1
355,1,647,1
355,1,1096,1
355,1,20460,1
355,1,1323,1
355,1,1324,1
355,1,1325,1
355,1,701,1
355,1,827,1
355,1,1245,1
385,2,144,3
386,3,675,1
386,3,677,1
386,3,15977,1
386,3,168,1
386,3,41,1
386,3,1386,1
386,3,1387,1
386,3,1388,1
386,3,16628,1
386,3,1129,1
386,3,16635,1
387,2,256,1
387,2,259,1
387,2,101,1
387,2,49158,1
387,2,585,1
387,2,55116,1
387,2,1390,1
387,2,1213,1
387,2,310,1
387,2,3959,1
387,2,1053,1
387,2,16638,1
387,2,901,1
388,4,16644,1
388,4,1162,1
388,4,846,1
388,4,497,1
388,4,916,1
388,4,537,1
389,1,16645,1
389,1,679,1
389,1,136,1
389,1,16601,1
389,1,250,1
389,1,28667,1
389,1,22714,1
389,1,1061,1
428,1,100,1
428,1,169,1
428,1,1469,1
428,1,1001,1
428,1,694,1
428,1,791,1
428,1,1161,1
428,1,1468,1
428,1,988,1
428,1,573,1
428,1,1470,1
450,1,1507,1
450,1,16679,1
450,1,589,1
450,1,430,1
450,1,19,2
450,1,509,1
450,1,1407,1
515,1,1451,1
515,1,353,1
515,1,1058,1
515,1,963,1
515,1,37,1
515,1,16532,1
515,1,843,1
515,1,819,1
515,1,15956,1
515,1,1208,1
515,1,1632,1
515,1,347,1
515,1,925,1
515,1,639,1
606,3,1200,1
607,3,19363,1
607,3,747,1
607,3,34637,1
607,3,982,1
607,3,25,1
607,3,35263,1
609,1,1696,1
609,1,17186,1
609,1,17188,1
609,1,426,1
609,1,15819,1
609,1,1774,1
609,1,1469,1
609,1,1776,1
609,1,499,1
609,1,1775,1
609,1,1162,1
609,1,446,1
791,1,1026,1
791,1,643,1
791,1,16906,1
791,1,25746,1
791,1,116,1
791,1,408,1
791,1,16221,1
804,1,133,1
804,1,1786,1
804,1,333,1
804,1,2093,1
804,1,624,1
804,1,17469,1
804,1,276,1
804,1,341,1
804,1,282,1
804,1,635,1
804,1,1018,1
804,1,41215,1
970,2,416,1
970,2,1056,1
970,2,706,1
970,2,131,1
970,2,227,1
970,2,1864,1
970,2,1866,1
970,2,1198,1
970,2,2328,1
970,2,499,1
970,2,20001,1
970,2,472,1
970,2,1247,1
970,2,447,1
971,1,224,1
971,1,1378,1
971,1,24292,1
971,1,37,1
971,1,934,1
971,1,1383,1
971,1,872,1
971,1,747,1
971,1,1798,1
971,1,1428,1
971,1,2330,1
1132,2,194,2
1132,2,2564,2
1132,2,332,1
1132,2,206,1
1132,2,51,1
1132,2,17572,1
1132,2,318,1
1134,1,16232,1
1134,1,443,1
1134,1,1108,1
1134,1,606,1
1136,2,17665,1
1136,2,1444,1
1136,2,901,1
1136,2,2568,1
1136,2,1352,1
1136,2,521,1
1136,2,554,1
1136,2,18411,1
1136,2,1421,1
1136,2,465,1
1136,2,213,1
1136,2,502,1
1136,2,2135,1
1136,2,858,1
1136,2,18408,1
1136,2,27903,1
1137,1,451,1
1137,1,679,1
1137,1,2569,1
1137,1,2571,1
1137,1,920,1
1137,1,730,1
1137,1,443,1
1137,1,1276,1
1137,1,477,1
1137,1,1247,1
1553,2,858,1
1554,2,233,1
1554,2,2979,1
1554,2,1957,1
1554,2,289,1
1555,1,322,1
1555,1,52035,1
1555,1,17316,1
1555,1,261,1
1555,1,73351,1
1555,1,35048,1
1555,1,16082,1
1555,1,370,1
1555,1,15702,1
1555,1,1593,1
1555,1,441,1
1555,1,1018,1
1555,1,15740,1
1569,1,19371,1
1569,1,934,1
1569,1,407,1
1569,1,850,1
1569,1,1779,1
1569,1,1750,1
1569,1,151,1
1569,1,376,1
1569,1,17722,1
1569,1,16414,1
1569,1,63,1
1689,2,858,1
1690,1,184,1
1690,1,1018,1
1738,1,3200,1
1738,1,1892,1
1738,1,231,1
1738,1,840,1
1738,1,106,2
1738,1,15851,1
1738,1,1640,1
1738,1,51,1
1738,1,52,1
1738,1,85,1
1738,1,598,1
1738,1,1593,1
1738,1,444,1
1739,1,299,1
1739,1,900,1
1739,1,296,1
1739,1,1087,1
1739,1,17258,1
1739,1,843,1
1739,1,19823,1
1739,1,790,1
1739,1,571,1
1739,1,2270,1
1739,1,479,1
1789,1,224,1
1789,1,15771,1
1789,1,808,1
1789,1,809,1
1789,1,402,1
1789,1,16080,1
1789,1,1169,1
1789,1,370,1
1789,1,1812,1
1789,1,91,1
1798,5,16745,1
1798,5,16746,1
1798,5,99915,1
1798,5,16204,1
1798,5,973,1
1798,5,73166,1
1798,5,73165,1
1798,5,15794,1
1798,5,567,1
1799,2,19968,1
1799,2,294,1
1799,2,1959,1
1799,2,3153,1
1799,2,1235,1
1799,2,2043,1
1801,1,16327,1
1801,1,73448,1
1801,1,1297,1
1801,1,17070,1
1801,1,688,1
1801,1,113,1
1801,1,669,1
2000,1,688,1
2000,1,420,1
2000,1,17110,1
2000,1,15702,1
2026,1,576,1
2026,1,1329,1
2026,1,5,1
2026,1,273,1
2026,1,15849,1
2026,1,1101,1
2026,1,686,1
2026,1,18701,1
2026,1,145,1
2026,1,723,1
2026,1,590,1
2026,1,1750,1
2026,1,2007,1
2026,1,1018,1
2026,1,2204,1
2026,1,17210,1
2026,1,1439,1
2041,1,231,1
2041,1,620,1
2041,1,17236,1
2041,1,437,1
2041,1,17237,1
2041,1,920,1
2041,1,73332,1
2041,1,16735,1
2139,2,792,1
2139,2,16202,1
2139,2,595,1
2139,2,18940,1
2139,2,30773,1
2140,4,484,1
2140,4,5,1
2140,4,646,1
2140,4,1768,1
2140,4,105,1
2140,4,2572,1
2140,4,880,1
2140,4,498,1
2140,4,1077,1
2140,4,605,1
2141,1,544,1
2141,1,1414,1
2141,1,231,1
2141,1,168,1
2141,1,37169,1
2141,1,16851,1
2141,1,17335,1
2141,1,1051,1
2383,6,2407,1
2383,6,3336,1
2383,6,1705,1
2383,6,1612,2
2383,6,1717,1
2383,6,2393,2
2383,6,3098,1
2383,6,2399,1
2383,6,2398,2
2383,6,2079,1
2384,4,175,1
2385,3,386,1
2385,3,4,1
2385,3,30312,1
2385,3,1138,1
2385,3,23,2
2385,3,3774,1
2385,3,767,1
2387,1,719,1
2387,1,69,1
2387,1,17879,1
2387,1,589,1
2395,1,192,1
2395,1,355,1
2395,1,420,1
2395,1,1061,1
2395,1,486,1
2395,1,615,1
2395,1,362,1
2395,1,1099,1
2395,1,429,1
2395,1,653,1
2395,1,1330,1
2395,1,852,1
2395,1,2169,1
2395,1,15935,1
2395,1,1162,1
2395,1,2277,1
2493,2,2634,1
2493,2,655,1
2493,2,3860,1
2493,2,537,1
2493,2,286,1
2493,2,223,1
2494,3,664,1
2494,3,3862,1
2494,3,510,1
2494,3,3783,1
2495,1,896,1
2495,1,66,1
2495,1,15907,1
2495,1,1001,1
2495,1,620,1
2495,1,564,1
2495,1,53,1
2495,1,47177,1
2495,1,410,1
2495,1,571,1
2495,1,1685,1
2623,1,306,1
2623,1,914,1
2623,1,206,1
2718,1,443,1
2718,1,20068,1
2718,1,22053,1
2718,1,16232,1
2718,1,18284,1
2718,1,109,1
2718,1,825,1
2718,1,571,1
2718,1,669,1
2718,1,863,1
2771,2,488,1
2771,2,767,1
2772,1,3318,1
2772,1,2726,2
2772,1,967,2
2772,1,2439,1
2772,1,1044,1
2772,1,86,1
2772,1,824,1
2772,1,159,1
2824,2,1049,1
2824,2,2842,1
2825,1,443,1
2852,1,66,1
2852,1,420,1
2852,1,840,1
2852,1,105,1
2852,1,2512,1
2852,1,1874,1
2852,1,1365,1
2852,1,356,1
2852,1,22330,1
2899,1,264,1
2899,1,26297,1
2899,1,1052,1
2916,1,864,1
2916,1,45,1
2916,1,22531,1
2916,1,357,1
2916,1,360,1
2916,1,429,1
2916,1,527,1
2916,1,624,1
2916,1,1012,1
2916,1,333,1
2916,1,17460,1
2916,1,17469,1
2916,1,1599,1
3210,2,2118,1
3210,3,2118,1
3210,2,1521,1
3210,3,1521,1
3210,2,1639,1
3210,3,1639,1
3210,2,2094,1
3210,3,2094,1
3210,2,497,1
3210,3,497,1
3210,2,4500,1
3210,3,4500,1
3210,2,982,1
3210,3,982,1
3210,2,1432,1
3210,3,1432,1
3210,2,794,1
3210,3,794,1
3210,2,957,1
3210,3,957,1
3210,2,1534,1
3210,3,1534,1
3211,5,672,1
3211,5,3014,1
3211,5,843,1
3211,5,1134,1
3211,5,370,1
3211,5,4014,1
3211,5,151,1
3211,5,699,1
3212,1,544,1
3212,1,836,1
3212,1,389,1
3212,1,72,1
3212,1,598,1
3212,1,20857,1
3212,1,666,1
3212,1,74716,1
3212,1,1277,1
3244,1,609,1
3244,1,354,1
3244,1,1283,1
3244,1,263,1
3244,1,169,1
3244,1,2061,1
3244,1,850,1
3244,1,1487,1
3244,1,241,1
3244,1,18,1
3244,1,564,1
3244,1,2037,1
3244,1,852,1
3244,1,572,1
3244,1,3774,1
3348,2,2137,1
3348,2,1666,1
3348,2,668,1
3348,2,16876,1
3348,2,655,1
3349,4,4618,1
3349,4,1804,1
3349,4,493,1
3350,3,544,1
3350,3,1953,1
3350,3,1346,1
3350,3,1092,1
3350,3,298,1
3350,3,747,1
3350,3,72914,1
3350,3,853,1
3350,3,1209,1
3350,3,3258,1
3350,3,15829,1
3351,1,672,1
3351,1,225,1
3351,1,3266,1
3351,1,1987,1
3351,1,1380,1
3351,1,465,1
3351,1,264,1
3351,1,35528,1
3351,1,4624,1
3351,1,17,1
3351,1,16256,1
3351,1,16065,1
3351,1,284,1
3459,1,2050,1
3459,1,420,1
3459,1,22162,1
3459,1,2195,1
3459,1,1017,1
3459,1,100,1
3459,1,17980,1
3545,1,761,1
3545,1,15977,1
3624,1,1600,1
3624,1,24059,1
3624,1,723,1
3624,1,1599,1
3687,1,130,1
3687,1,15907,1
3687,1,263,1
3687,1,73448,1
3687,1,16327,1
3687,1,173,1
3687,1,366,1
3687,1,429,1
3687,1,1330,1
3687,1,211,1
3687,1,564,1
3687,1,15694,1
3687,1,4886,1
3687,1,279,1
3687,1,20974,1
3687,1,1018,2
3687,1,16210,1
3687,1,16221,1
3687,1,66420,1
3687,1,17070,1
3783,1,576,1
3783,1,17700,1
3783,1,17350,1
3783,1,1451,1
3783,1,812,1
3783,1,52,1
3783,1,477,1
3783,1,222,1
3803,1,544,1
3803,1,2139,1
3803,1,15702,1
3803,1,232,1
3803,1,15914,1
3803,1,1451,1
3803,1,74621,1
3803,1,18344,1
3803,1,1234,1
3803,1,182,1
3803,1,443,1
3803,1,573,1
3803,1,16734,1
3916,2,537,1
3916,2,17170,1
3916,2,2043,1
3916,2,29,1
3916,2,41021,1
3917,1,610,1
3917,1,323,1
3917,1,232,1
3917,1,2858,1
3917,1,2255,1
3917,1,1814,1
3917,1,36827,1
3917,1,669,1
3917,1,255,1
3966,1,248,1
3966,1,5104,1
3966,1,2,1
3966,1,811,1
3966,1,16676,1
4306,1,58395,1
4306,1,1700,1
4306,1,17110,1
4306,1,264,1
4306,1,525,1
4306,1,20174,1
4306,1,1200,1
4306,1,35048,1
4306,1,370,1
4306,1,21173,1
4306,1,15702,1
4306,1,18020,1
4306,1,25019,1
4306,1,126,1
4306,1,1247,1
4386,6,740,1
4386,6,3057,1
4386,6,1717,1
4386,6,5467,1
4386,6,5374,1
4386,6,5461,1
4388,1,1380,1
4388,1,25663,1
4388,1,1037,1
4388,1,429,1
4388,1,370,1
4388,1,502,1
4388,1,87,1
4388,1,1209,1
4388,1,16219,1
4388,1,1276,1
4388,1,1599,1
4417,2,800,1
4417,2,18241,1
4417,2,5,1
4417,2,3462,1
4417,2,617,1
4417,2,3659,1
4417,2,817,1
4417,2,854,1
4417,2,1913,1
4417,2,890,1
4417,2,1310,1
4417,2,133,1
4418,1,1122,1
4418,1,263,1
4418,1,781,1
4418,1,15694,1
4418,1,1199,1
4418,1,113,1
4418,1,16210,1
4418,1,918,1
4418,1,186,1
4418,1,16604,1
4485,2,21217,1
4485,2,1122,1
4485,2,679,1
4485,2,18120,1
4485,2,106,1
4485,2,107,1
4485,2,655,1
4485,2,537,1
4485,2,1373,1
4485,2,20894,1
4486,1,1252,1
4486,1,361,1
4486,1,1866,1
4486,1,206,1
4486,1,3248,1
4486,1,16657,1
4486,1,2675,1
4486,1,1077,1
4486,1,1014,1
4486,1,698,1
4658,1,419,1
4658,1,583,1
4658,1,585,1
4658,1,113,1
4658,1,963,1
4658,1,318,1
4676,4,838,1
4676,4,1936,1
4676,4,17746,1
4676,4,1077,1
4676,4,790,1
4676,4,666,1
4676,4,2043,1
4676,4,5717,1
4677,2,2164,1
4678,1,36000,1
4678,1,65,1
4678,1,389,1
4678,1,49158,1
4678,1,35528,1
4678,1,36667,1
4749,1,1601,1
4749,1,1027,1
4749,1,1380,1
4749,1,2145,1
4749,1,328,1
4749,1,2273,1
4749,1,2604,1
4749,1,1262,1
4749,1,16221,1
4749,1,1329,1
4749,1,466,1
4749,1,467,1
4749,1,22487,1
4749,1,723,1
4749,1,439,1
4749,1,2849,1
4749,1,1439,1
4777,2,1600,1
4777,2,16324,1
4777,2,998,1
4777,2,362,1
4777,2,16876,1
4777,2,211,1
4779,1,298,1
4779,1,45484,1
4779,1,883,1
4779,1,3541,1
4779,1,124,1
4779,1,671,1
5015,2,792,1
5015,2,1416,1
5015,2,595,1
5016,1,2163,1
5016,1,1087,1
5016,1,854,1
5016,1,583,1
5196,1,481,1
5196,1,1299,1
5196,1,52,1
5196,1,1317,1
5196,1,63,2
5210,2,16383,1
5210,2,36580,1
5210,2,20997,1
5210,2,367,1
5211,2,19933,1
5211,2,595,1
5211,2,16292,1
5211,2,221,1
5211,2,1087,1
5212,2,904,1
5212,2,72890,1
5212,2,17907,1
5212,2,15757,1
5213,3,1995,1
5213,3,540,1
5214,4,1650,1
5214,4,1797,1
5215,1,42821,1
5215,1,16679,1
5215,1,136,1
5215,1,169,1
5215,1,19,1
5215,1,2100,1
5215,1,17080,1
5215,1,74303,1
5215,1,1599,1
5341,1,994,1
5341,1,4715,1
5341,1,1096,1
5341,1,425,1
5341,1,362,1
5341,1,2858,1
5341,1,408,1
5341,1,1818,1
5341,1,253,1
5395,1,353,1
5395,1,17347,1
5395,1,228,1
5395,1,1094,1
5395,1,136,1
5395,1,1961,1
5395,1,1134,1
5395,1,925,1
5395,1,17073,1
5395,1,19,1
5395,1,213,1
5395,1,440,1
5395,1,1924,1
5395,1,2330,1
5395,1,541,1
5437,2,225,1
5437,2,259,1
5437,2,6291,1
5437,2,1509,1
5437,2,16065,1
5437,2,2634,1
5437,2,16786,1
5437,2,611,1
5437,2,85,1
5437,2,15702,1
5437,2,2007,1
5437,2,121,1
5437,2,253,1
5438,1,389,1
5438,1,518,1
5438,1,1101,1
5438,1,3501,1
5438,1,3572,1
5438,1,19901,1
5438,1,826,1
5438,1,1021,1
5475,1,353,1
5475,1,743,1
5475,1,106,1
5475,1,48375,1
5475,1,19020,1
5475,1,567,1
5475,1,957,1
5475,1,542,1
5508,1,545,1
5508,1,1923,1
5508,1,105,1
5508,1,3182,1
5508,1,849,1
5508,1,1427,1
5508,1,52,1
5508,1,2006,1
5508,1,1018,1
5532,1,578,1
5532,1,611,1
5532,1,21090,1
5532,1,370,1
5532,1,85,1
5532,1,536,1
5532,1,1627,1
5553,4,642,1
5553,4,283,1
5553,4,1750,1
5553,4,963,1
5554,1,1571,1
5554,1,15849,1
5554,1,15787,1
5554,1,173,1
5554,1,18701,1
5554,1,369,1
5554,1,69315,1
5554,1,2037,1
5554,1,36316,1
5554,1,4127,1
5625,1,15792,1
5625,1,377,1
5625,1,251,1
5625,1,16252,1
5625,1,1013,1
5653,3,5808,1
5653,3,1105,1
5654,4,256,1
5654,4,1026,1
5654,4,5,1
5654,4,4843,1
5654,4,3279,1
5654,4,2774,1
5654,4,6397,1
5654,4,4799,1
5655,1,545,1
5655,1,420,1
5655,1,19366,1
5655,1,26767,1
5655,1,16218,1
5655,1,28890,1
5974,1,1482,1
5974,1,16032,1
5974,1,194,1
5974,1,643,1
5974,1,4,1
5974,1,2151,1
5974,1,105,1
5974,1,426,1
5974,1,747,1
5974,1,16749,1
5974,1,143,1
5974,1,432,1
5974,1,24274,1
5974,1,467,1
5974,1,2106,1
5974,1,1018,1
5974,1,899,1
5974,1,746,1
5974,1,15819,1
5998,1,65728,1
5998,1,3842,1
5998,1,1451,1
5998,1,593,1
5998,1,2037,1
5998,1,2330,1
5998,1,477,1
5998,1,2143,1
6040,2,2019,1
6040,2,28521,1
6040,2,1230,1
6040,2,785,1
6040,2,1522,1
6040,2,5075,1
6040,2,725,1
6040,2,726,1
6040,2,1943,1
6040,2,1276,1
6040,2,24350,1
6041,1,2020,1
6041,1,1420,1
6041,1,1455,1
6055,2,928,1
6055,2,4794,1
6055,2,2532,1
6055,2,15702,1
6057,2,2,1
6057,2,2052,1
6057,2,17639,1
6057,2,322,1
6057,2,1090,1
6057,2,1199,1
6057,2,73458,1
6057,2,1144,1
6057,2,24975,1
6058,1,28667,1
6058,1,356,1
6058,1,69862,1
6058,1,21071,1
6058,1,369,1
6058,1,823,1
6058,1,17339,1
6109,2,299,1
6109,2,143,1
6109,2,27476,1
6109,2,20181,1
6109,2,439,1
6109,2,3320,1
6109,2,2302,1
6110,1,225,1
6110,1,27522,1
6110,1,486,1
6110,1,16876,1
6110,1,1196,1
6110,1,1583,1
6110,1,1201,1
6110,1,21206,1
6110,1,2298,1
6110,1,1310,1
6110,1,1279,1
6263,1,1344,1
6263,1,481,1
6263,1,899,1
6263,1,1317,1
6263,1,16205,1
6263,1,583,1
6263,1,168,1
6263,1,109,1
6263,1,973,1
6263,1,475,1
6263,1,1407,1
6298,2,640,1
6298,2,61989,1
6298,2,1096,1
6298,2,94155,1
6298,2,524,1
6298,2,2637,1
6298,2,15702,1
6298,2,439,1
6298,2,541,1
6298,2,894,1
6299,6,1513,2
6299,6,19434,1
6299,6,1613,1
6299,6,369,1
6299,6,2546,1
6299,6,4148,1
6299,6,918,1
6299,6,3547,1
6300,2,2019,1
6300,2,465,1
6300,2,38985,1
6300,2,3154,1
6300,2,17,1
6300,2,402,1
6300,2,313,1
6300,2,17082,1
6300,2,1310,1
6303,6,1378,1
6303,6,5222,1
6303,6,5137,2
6303,6,3336,2
6303,6,1513,1
6303,6,3146,1
6303,6,493,1
6303,6,1613,1
6303,6,5136,1
6303,6,1745,1
6303,6,1620,1
6303,6,5421,1
6303,6,5302,1
6303,6,4951,1
6303,6,766,1
6304,1,907,1
6304,1,59268,1
6304,1,17070,1
6382,2,1440,1
6382,2,1924,1
6382,2,2634,1
6382,2,302,1
6382,2,914,1
6382,2,595,1
6382,2,3668,1
6382,2,33211,1
6383,1,66,1
6383,1,264,1
6383,1,19532,1
6383,1,716,1
6383,1,2223,1
6383,1,328,1
6383,1,2035,1
6383,1,629,1
6383,1,440,1
6383,1,15769,1
6383,1,20634,1
6482,1,669,1
6482,1,1435,1
6482,1,5,1
6482,1,776,1
6482,1,19116,1
6482,1,5067,1
6482,1,332,1
6482,1,493,1
6482,1,15694,1
6482,1,525,1
6482,1,176,1
6482,1,36904,1
6482,1,6003,1
6482,1,31477,1
6482,1,537,1
6482,1,571,1
6482,1,220,1
6482,1,477,1
6683,1,192,1
6683,1,1061,1
6683,1,844,1
6683,1,2063,1
6683,1,2037,1
6683,1,282,1
6683,1,757,1
6690,1,274,1
6690,1,451,1
6690,1,1330,1
6690,1,49158,1
6690,1,47595,1
6737,1,512,1
6737,1,934,1
6737,1,19687,1
6737,1,2280,1
6737,1,42,1
6737,1,269,1
6737,1,48365,1
6737,1,1779,1
6737,1,406,1
6737,1,20663,1
6737,1,16760,1
6737,1,2877,1
6737,1,1502,1
6750,1,544,1
6750,1,1317,1
6750,1,1030,1
6750,1,168,1
6750,1,18026,1
6750,1,370,1
6750,1,211,1
6750,1,629,1
6750,1,694,1
6750,1,439,1
6750,1,1049,1
6750,1,2118,1
6750,1,16613,1
6848,2,402,1
6848,2,1138,1
6848,2,1639,1
6849,1,15849,1
6849,1,16908,1
6849,1,1997,1
6849,1,45390,1
6849,1,17389,1
6849,1,337,1
6849,1,564,1
6849,1,694,1
6849,1,18701,1
6849,1,23117,1
6890,2,283,1
6890,2,2224,1
6890,2,1346,1
6890,2,115,1
6891,1,1380,1
6891,1,31656,1
6891,1,589,1
6891,1,367,1
6891,1,20909,1
6891,1,501,1
6891,1,2774,1
6891,1,1593,1
6968,6,3141,1
6968,6,3141,1
6968,6,1513,1
6968,6,1513,1
6968,6,5421,1
6968,6,5421,1
6968,6,592,1
6968,6,592,1
6968,6,15924,1
6968,6,15924,1
6968,6,3071,1
6968,6,3071,1
6969,6,5187,1
6969,6,5476,2
6969,6,5222,1
6969,6,1513,2
6969,6,1612,2
6969,6,1326,1
6969,6,5232,1
6969,6,3668,1
6969,6,4951,1
6969,6,5560,1
6969,6,5140,1
6969,6,1855,1
6969,6,3020,1
6970,4,322,1
6970,4,2531,1
6970,4,1988,1
6970,4,1061,1
6970,4,425,1
6970,4,816,1
6970,4,957,1
6972,4,3464,1
6972,4,443,1
6972,4,884,1
6972,4,3181,1
6974,2,866,1
6974,2,835,1
6974,2,554,1
6974,2,299,1
6974,2,1036,1
6974,2,1298,1
6974,2,818,1
6974,2,2163,2
6974,2,18644,1
6974,2,1051,1
6974,2,477,1
6975,2,15907,1
6975,2,389,1
6975,2,17713,1
6975,2,106,1
6975,2,620,1
6975,2,173,1
6975,2,1870,1
6975,2,653,1
6975,2,465,1
6975,2,371,1
6975,2,564,1
6975,2,16725,1
6975,2,1402,1
6975,2,318,1
6975,2,1861,1
6976,1,64,1
6976,1,354,1
6976,1,100,1
6976,1,2437,1
6976,1,45384,1
6976,1,17994,1
6976,1,1325,1
6976,1,18837,1
6976,1,1018,1
6976,1,925,1
7340,2,1924,1
7340,2,295,1
7340,2,554,1
7340,2,398,1
7340,2,2387,1
7340,2,439,3
7340,2,570,1
7340,2,3194,1
7340,2,3498,1
7341,1,1568,1
7341,1,1561,1
7341,1,17258,1
7341,1,843,1
7341,1,173,1
7341,1,846,1
7341,1,1487,1
7341,1,2995,1
7341,1,3414,1
7341,1,439,1
7341,1,921,1
7341,1,1082,1
7341,1,251,1
7341,1,479,1
7367,4,31709,1
7367,4,72890,1
7367,4,1845,1
7367,4,15757,1
7368,1,15818,1
7368,1,263,1
7368,1,15849,1
7368,1,106,1
7368,1,16210,1
7368,1,719,1
7368,1,1042,1
7368,1,884,1
7368,1,18701,1
7368,1,746,1
7368,1,127,1
7542,2,1376,1
7542,2,615,1
7542,2,168,1
7542,2,585,1
7542,2,1420,1
7542,2,18477,1
7542,2,17064,1
7542,2,595,1
7542,2,884,1
7542,2,16628,1
7542,2,1594,1
7542,2,347,1
7543,4,4673,1
7543,4,397,1
7543,4,17665,1
7544,2,858,1
7544,2,88060,1
7544,2,46382,1
7545,2,305,1
7545,2,7495,1
7545,2,1295,1
7546,1,96,1
7546,1,16104,1
7546,1,3798,1
7546,1,694,1
7546,1,599,1
7618,6,592,1
7618,6,4905,1
7618,6,1212,1
7618,6,5140,1
7618,6,15924,1
7719,2,480,1
7719,2,16040,1
7719,2,99916,1
7719,2,73169,1
7719,2,72984,1
7719,2,16762,1
7720,1,15907,1
7720,1,1541,1
7720,1,22374,1
7720,1,647,1
7720,1,914,1
7720,1,20803,1
7720,1,564,1
7720,1,1787,1
7720,1,446,2
7720,1,1061,1
7781,6,1513,2
7781,6,3017,1
7781,6,5357,1
7781,6,1005,2
7781,6,81,1
7781,6,7657,2
7781,6,7673,1
7781,6,7661,1
7782,4,272,1
7782,4,296,1
7782,4,2725,1
7783,2,2052,1
7783,2,1639,1
7783,2,76558,1
7783,2,24690,1
7783,2,855,1
7783,2,6628,1
7783,2,24922,1
7783,2,732,1
7784,5,448,1
7784,5,4128,1
7784,5,813,1
7784,5,16760,1
7784,5,57735,1
7785,1,1297,1
7785,1,91,1
7785,1,437,1
7785,1,17070,1
7785,1,2751,1
7835,2,23584,1
7835,2,76560,1
7835,2,101243,1
7835,2,1639,1
7835,2,295,1
7835,2,3182,1
7835,2,76559,1
7835,2,592,1
7835,2,76561,1
7835,2,24690,1
7835,2,211,1
7835,2,15924,1
7835,2,5173,1
7835,2,101242,1
7835,2,24923,1
7835,2,24924,1
7838,1,576,1
7838,1,2688,1
7838,1,355,1
7838,1,900,1
7838,1,20174,1
7838,1,1800,1
7838,1,17948,1
7838,1,16906,1
7838,1,238,1
7838,1,26767,1
7838,1,643,1
7838,1,276,1
7838,1,446,1
7838,1,17248,1
7838,1,536,1
7838,1,17316,1
7838,1,1818,1
7838,1,1308,1
7838,1,541,1
7838,1,62,1
7935,1,4088,1
7935,1,1242,1
7935,1,614,1
7935,1,542,1
7939,2,643,1
7939,2,70769,1
7939,2,18120,1
7939,2,425,1
7939,2,38730,1
7939,2,3863,1
7939,2,957,1
7939,2,221,1
7939,2,1424,1
7939,2,1809,1
7939,2,4686,1
7939,2,1373,1
7939,2,407,1
7939,2,1021,1
7940,3,1642,1
7940,3,50196,1
7941,1,16200,1
7941,1,19209,1
7941,1,2258,1
7941,1,707,1
7941,1,18742,1
8140,1,290,1
8140,1,739,2
8140,1,1094,1
8140,1,19692,1
8140,1,426,1
8140,1,2154,1
8140,1,269,1
8140,1,2319,1
8140,1,309,1
8140,1,1654,1
8140,1,1730,1
8140,1,1018,1
8140,1,828,1
8140,1,1882,1
8140,1,318,1
8140,1,543,1
8141,2,642,1
8141,2,2466,1
8141,2,19982,1
8141,2,7856,1
8141,2,1432,1
8141,2,562,1
8141,2,1046,1
8141,2,633,1
8141,2,376,1
8141,2,505,1
8141,2,1276,1
8141,2,253,1
8142,2,38705,1
8142,2,1004,1
8142,2,15694,1
8143,1,323,1
8143,1,1031,1
8143,1,426,1
8143,1,15819,1
8143,1,1297,1
8143,1,825,1
8143,1,40234,1
8246,2,5568,1
8246,2,15878,1
8246,2,612,1
8246,2,5510,1
8246,2,3462,1
8246,2,106,1
8246,2,15819,1
8246,2,525,1
8246,2,1814,1
8246,2,282,1
8246,2,2299,1
8246,2,4764,1
8246,2,426,1
8247,2,5568,1
8247,2,15878,1
8247,2,612,1
8247,2,5510,1
8247,2,3462,1
8247,2,106,1
8247,2,15819,1
8247,2,525,1
8247,2,1814,1
8247,2,282,1
8247,2,2299,1
8247,2,4764,1
8247,2,426,1
8248,1,398,1
8332,1,1568,1
8332,1,194,1
8332,1,516,1
8332,1,366,1
8332,1,1198,1
8332,1,542,1
8525,1,21873,1
8525,1,17667,1
8525,1,74303,1
8525,1,519,1
8525,1,168,1
8525,1,169,1
8525,1,34032,1
8525,1,366,2
8525,1,367,1
8525,1,25424,1
8525,1,296,1
8525,1,1203,1
8525,1,151,1
8525,1,17080,1
8525,1,377,1
8525,1,571,1
8525,1,22238,1
8525,1,767,1
8534,1,897,1
8534,2,897,1
