tweetID,topicNumber,gramID,count
34310,2,64251,1
34310,2,7452,1
34310,2,34589,1
34310,2,34495,1
34311,3,46732,1
34311,3,93251,1
34311,3,7452,1
34311,3,34589,1
34311,3,95392,1
34311,3,7495,1
34311,3,84790,1
34311,3,107319,1
34311,3,60221,1
34311,3,34495,1
34311,3,42563,1
34311,3,93252,1
34311,3,3783,1
34311,3,3784,1
34311,3,969,1
34311,3,1742,1
34311,3,8149,1
34311,3,8150,1
34311,3,21346,1
34311,3,10856,1
34311,3,17909,1
34311,3,3959,1
34311,3,64251,1
34312,3,42630,1
34312,3,46732,1
34312,3,93251,1
34312,3,7452,1
34312,3,34589,1
34312,3,95905,1
34312,3,95906,1
34312,3,3783,1
34312,3,84790,1
34312,3,107319,1
34312,3,60221,1
34312,3,34495,1
34312,3,42563,1
34312,3,93252,1
34312,3,7495,1
34312,3,3784,1
34312,3,65250,1
34312,3,1742,1
34312,3,84821,1
34312,3,8150,1
34312,3,21346,1
34312,3,10856,1
34312,3,104467,1
34312,3,8149,1
34313,6,5302,1
34313,6,3074,2
34313,6,3110,1
34313,6,2534,1
34313,6,1066,1
34313,6,5260,1
34313,6,5137,1
34313,6,5139,1
34313,6,1620,1
34313,6,4950,1
34313,6,4951,2
34313,6,5688,1
34313,6,5273,1
34313,6,5146,1
34313,6,2079,1
34313,6,3422,2
34313,6,3071,3
34314,6,3074,1
34314,6,3119,1
34314,6,25086,1
34314,6,47,1
34315,6,771,1
34315,6,3143,1
34315,6,3146,1
34315,6,3117,1
34315,6,3119,1
34315,6,5136,1
34315,6,1745,1
34315,6,19635,1
34315,6,949,1
34315,6,3422,1
34315,6,3071,1
34316,4,516,1
34316,4,1831,1
34316,4,296,1
34316,4,17265,1
34316,4,725,1
34316,4,151,1
34316,4,420,1
34316,4,3417,1
34316,4,671,1
34317,4,5796,1
34318,2,386,1
34318,2,1415,1
34318,2,1131,1
34318,2,1744,1
34318,2,2546,1
34318,2,1108,1
34318,2,19644,1
34318,2,447,1
34319,4,46732,1
34319,4,785,1
34319,4,93251,1
34319,4,7452,1
34319,4,34589,1
34319,4,95392,1
34319,4,1063,1
34319,4,3783,1
34319,4,84790,1
34319,4,107319,1
34319,4,60221,1
34319,4,34495,1
34319,4,42563,1
34319,4,93252,1
34319,4,7495,1
34319,4,3784,1
34319,4,1742,1
34319,4,8149,1
34319,4,8150,1
34319,4,21346,1
34319,4,10856,1
34319,4,64251,1
34320,4,1474,1
34320,4,516,1
34320,4,274,1
34320,4,564,1
34320,4,639,1
34320,4,2524,1
34320,4,670,1
34320,4,671,2
34322,2,289,1
34322,2,165,1
34322,2,16262,1
34322,2,136,1
34322,2,143,1
34322,2,883,1
34322,2,2460,1
34323,2,256,1
34323,2,1632,1
34323,2,866,1
34323,2,299,1
34323,2,21444,1
34323,2,37894,1
34323,2,1387,2
34323,2,17248,1
34323,2,399,1
34323,2,82608,1
34323,2,1747,1
34323,2,1814,1
34323,2,16635,2
34323,2,1275,1
34324,4,3544,1
34325,1,2176,1
34325,1,1129,1
34325,1,682,2
34325,1,18701,1
34325,1,18185,2
34325,1,19132,1
34325,1,413,1
34325,1,447,1
34371,2,916,1
34371,2,1123,1
34371,2,860,2
34371,2,5041,1
34372,4,451,1
34372,4,516,2
34372,4,51627,1
34372,4,25868,1
34372,4,1871,1
34372,4,16016,1
34372,4,2115,1
34372,4,17333,1
34372,4,727,1
34372,4,479,1
34373,2,4329,1
34373,2,1466,1
34373,2,8971,1
34373,2,1061,1
34373,2,2022,1
34375,4,2561,1
34375,4,51074,1
34375,4,133,1
34375,4,17003,1
34375,4,1037,1
34375,4,719,1
34375,4,2384,1
34375,4,1553,1
34375,4,123,1
34376,1,1024,1
34376,1,1601,1
34376,1,206,1
34376,1,45713,1
34376,1,543,1
34376,1,639,1
34376,1,318,1
34376,1,1087,1
34444,4,3867,1
34444,4,4456,1
34444,4,969,1
34444,4,3765,1
34444,4,916,1
34444,4,53,1
34444,4,1144,1
34444,4,1051,1
34444,4,1916,1
34444,4,1055,1
34445,4,497,2
34445,4,354,1
34447,1,25264,1
34447,1,1138,1
34458,2,549,1
34458,2,16327,1
34458,2,1236,1
34458,2,757,1
34458,2,153,1
34458,2,284,1
34459,4,25264,1
34459,4,986,1
34459,4,1138,4
34460,1,481,1
34460,1,1379,1
34460,1,877,1
34460,1,16091,1
34460,1,545,1
34460,1,2273,1
34460,1,434,1
34460,1,4173,1
34460,1,655,1
34460,1,370,1
34460,1,4315,1
34460,1,116,1
34460,1,1014,2
34460,1,1944,1
34460,1,17753,1
34460,1,347,1
34460,1,1116,1
34460,1,541,1
34460,1,222,1
34681,1,928,1
34681,1,322,1
34681,1,323,1
34681,1,6473,1
34681,1,1804,1
34681,1,1233,1
34681,1,243,1
34743,2,426,1
34743,2,19,1
34743,2,17316,1
34743,2,69,1
34743,2,15819,1
34744,2,672,1
34744,2,545,1
34744,2,2115,1
34744,2,488,1
34744,2,6869,1
34744,2,633,1
34744,2,1466,1
34746,2,599,1
34746,2,595,1
34746,2,47365,1
34746,2,478,1
34746,2,463,1
34747,1,2,1
34747,1,2531,1
34747,1,1030,1
34747,1,1583,1
34747,1,916,1
34747,1,921,1
34768,4,95392,1
34768,4,21346,1
34768,4,42563,1
34768,4,93252,1
34768,4,84790,1
34768,4,7495,1
34768,4,3784,1
34768,4,3783,1
34768,4,46732,1
34768,4,1742,1
34768,4,60221,1
34768,4,10856,1
34768,4,64251,1
34768,4,93251,1
34768,4,1877,1
34768,4,8150,1
34768,4,107319,1
34768,4,34495,1
34768,4,7452,1
34768,4,34589,1
34768,4,8149,1
34769,2,992,1
34769,2,17248,1
34769,2,15654,2
34769,2,3529,1
34769,2,370,1
34769,2,50,2
34769,2,15702,1
34769,2,40567,1
34769,2,14010,1
34769,2,1439,1
34770,1,73121,1
34770,1,194,1
34770,1,82020,1
34770,1,101,1
34770,1,48365,1
34770,1,918,1
34770,1,36642,1
34770,1,206,1
34770,1,655,1
34770,1,176,1
34770,1,2387,1
34770,1,1230,1
34770,1,886,1
34770,1,950,1
34770,1,16604,1
34770,1,670,1
34852,4,15864,1
34852,4,22580,1
34853,2,643,1
34853,2,133,2
34853,2,20433,1
34853,2,296,3
34853,2,17897,1
34853,2,367,2
34853,2,592,1
34853,2,785,1
34853,2,15924,1
34853,2,1110,1
34853,2,1887,1
34854,1,15907,1
34854,1,549,1
34854,1,16104,1
34854,1,564,1
34854,1,15893,1
34854,1,635,1
34902,2,1017,1
34902,2,1524,1
34902,2,1535,1
34903,1,356,1
34917,4,1201,1
34917,4,1428,1
34917,4,39621,1
34918,2,289,1
34918,2,357,1
34918,2,518,1
34918,2,585,1
34918,2,2955,1
34918,2,268,1
34918,2,3857,1
34918,2,402,1
34918,2,20,1
34918,2,63,1
34919,1,2339,1
34919,1,2319,1
34919,1,20,1
34919,1,909,1
34919,1,925,1
35100,1,376,1
35100,1,497,1
35100,1,1750,1
35100,1,536,1
35100,1,1279,1
35118,2,385,1
35118,2,466,1
35118,2,1015,1
35118,2,2170,1
35118,2,519,1
35119,2,2626,1
35119,2,2531,1
35119,2,64679,1
35119,2,2252,1
35119,2,554,1
35119,2,12,1
35119,2,621,1
35119,2,472,1
35119,2,114,1
35119,2,3415,1
35119,2,408,1
35119,2,633,1
35119,2,890,1
35119,2,1499,1
35119,2,318,1
35119,2,2527,1
35120,1,576,2
35120,1,2724,1
35120,1,2601,1
35120,1,141,1
35120,1,1294,1
35120,1,2354,1
35120,1,28,1
35120,1,318,1
35131,1,355,1
35131,1,647,1
35131,1,360,1
35131,1,2063,1
35131,1,15907,1
35131,1,707,1
35131,1,564,1
35131,1,19132,2
35131,1,413,2
35211,2,289,1
35211,2,530,1
35211,2,15961,1
35211,2,27,1
35211,2,445,1
35211,2,16383,1
35212,1,388,1
35212,1,101,1
35212,1,2342,1
35212,1,17980,1
35212,1,298,1
35212,1,44855,1
35212,1,621,1
35212,1,758,1
35212,1,754,2
35212,1,310,1
35212,1,3959,1
35212,1,100,1
35212,1,17404,1
35212,1,382,1
35404,2,1731,1
35404,2,2885,1
35404,2,4297,1
35404,2,4053,1
35404,2,215,1
35404,2,920,1
35404,2,39801,1
35404,2,19547,1
35405,2,256,1
35405,2,611,1
35405,2,587,1
35405,2,1678,1
35405,2,282,2
35405,2,443,1
35407,1,2513,1
35407,1,2268,2
35407,1,2764,1
35484,1,2595,1
35484,1,1700,1
35484,1,17341,1
35484,1,17322,1
35484,1,1003,1
35484,1,525,1
35484,1,2045,1
35484,1,35395,1
35484,1,211,1
35484,1,635,1
35484,1,445,1
35484,1,991,1
35552,4,402,1
35555,2,2274,1
35555,2,2118,1
35555,2,298,1
35555,2,402,1
35555,2,592,1
35555,2,305,1
35555,2,1138,1
35555,2,88,1
35555,2,26298,1
35556,1,136,1
35633,2,1200,1
35634,1,25736,1
35634,1,16466,1
35634,1,1451,1
35634,1,934,1
35634,1,879,1
35663,2,1090,1
35663,2,2755,1
35663,2,2118,2
35663,2,2626,1
35663,2,3213,1
35663,2,85,1
35663,2,17082,1
35663,2,1499,1
35664,6,5358,1
35664,6,4818,1
35664,6,637,2
35664,6,5350,1
35664,6,7661,1
35665,4,74287,1
35665,4,432,1
35665,4,1939,1
35665,4,2196,1
35665,4,757,1
35665,4,986,1
35665,4,19869,1
35665,4,16863,1
35667,2,660,1
35667,2,1053,1
35667,2,16262,1
35667,2,20973,1
35668,5,3464,1
35668,5,3081,1
35668,5,215,1
35669,2,25264,1
35669,2,3153,1
35669,2,1138,1
35670,2,2260,1
35670,2,867,1
35670,2,1268,1
35670,2,413,1
35672,4,15714,1
35672,4,8392,1
35672,4,35496,1
35672,4,17320,1
35672,4,790,1
35672,4,217,1
35673,2,105,1
35673,2,286,1
35673,2,17665,1
35674,4,2714,1
35674,4,5031,1
35674,4,695,1
35675,1,96,1
35675,1,545,1
35675,1,68,1
35675,1,69,1
35675,1,29695,1
35675,1,615,1
35675,1,2185,1
35675,1,525,1
35675,1,16015,1
35675,1,947,1
35675,1,16533,1
35675,1,1110,1
35675,1,792,1
35675,1,1593,1
35675,1,1690,1
35675,1,443,1
35675,1,126,1
35675,1,21173,1
35779,4,16274,1
35779,4,188,1
35779,4,16838,1
35780,2,30658,1
35780,2,2698,1
35780,2,1264,1
35780,2,2354,1
35780,2,1300,1
35780,2,1877,1
35780,2,41215,1
35780,2,701,1
35780,2,18783,1
35781,2,30658,1
35781,2,2698,1
35781,2,1264,1
35781,2,2354,1
35781,2,1300,1
35781,2,1877,1
35781,2,41215,1
35781,2,701,1
35781,2,18783,1
35782,2,3138,1
35782,2,1373,1
35782,2,4086,1
35783,4,1538,1
35783,4,227,1
35783,4,3590,1
35783,4,5118,1
35783,4,34071,1
35783,4,592,1
35783,4,15924,1
35783,4,53,2
35783,4,2071,1
35783,4,88,1
35783,4,24796,1
35783,4,349,1
35783,4,2846,1
35783,4,5119,1
35784,1,354,1
35784,1,867,1
35784,1,470,1
35784,1,9,1
35784,1,266,1
35784,1,73269,1
35784,1,1553,1
35784,1,274,1
35784,1,1268,2
35784,1,17077,1
35784,1,406,2
35784,1,825,1
35784,1,217,1
35784,1,730,1
35784,1,347,1
35784,1,30171,1
35784,1,16389,1
35839,4,1346,1
35839,4,549,1
35839,4,1864,1
35839,4,7340,1
35839,4,3085,1
35839,4,846,1
35839,4,445,1
35839,4,725,2
35839,4,6647,1
35839,4,216,1
35839,4,6713,1
35839,4,701,1
35839,4,2623,1
35840,3,322,1
35840,3,2724,1
35840,3,29034,1
35840,3,1452,1
35840,3,145,1
35840,3,2066,1
35840,3,115,1
35840,3,23,1
35840,3,664,2
35841,2,388,1
35841,2,2125,1
35841,2,174,1
35841,2,431,1
35841,2,1076,1
35841,2,1017,1
35841,2,20623,1
35841,2,16701,1
35842,4,3968,1
35842,4,1700,1
35842,4,1098,1
35842,4,428,1
35842,4,2125,1
35842,4,31860,1
35842,4,2230,1
35843,4,3968,1
35843,4,1700,1
35843,4,1098,1
35843,4,428,1
35843,4,2125,1
35843,4,31860,1
35843,4,2230,1
35845,1,2305,1
35845,1,73121,1
35845,1,718,1
35845,1,629,1
35845,1,918,1
35845,1,22487,1
35845,1,16604,1
35846,2,256,1
35846,2,1092,1
35846,2,1542,1
35846,2,1416,1
35846,2,5105,1
35846,2,757,1
35846,2,1017,1
35846,2,25,1
35846,2,2170,1
35846,2,315,1
35846,2,349,1
35847,4,1218,1
35847,4,2052,1
35847,4,1356,1
35847,4,1836,1
35847,4,16589,1
35847,4,1046,1
35847,4,3195,1
35847,4,5182,1
35847,4,575,1
35848,4,6145,1
35848,4,2858,1
35848,4,828,1
35848,4,2230,1
35848,4,1198,1
35849,2,33744,1
35849,2,261,1
35849,2,295,1
35849,2,2355,1
35849,2,80762,1
35849,2,861,1
35849,2,720,1
35849,2,726,1
35849,2,1235,1
35849,2,1332,1
35849,2,213,1
35849,2,342,1
35849,2,1875,1
35849,2,347,1
35849,2,445,1
35850,2,33744,1
35850,2,261,1
35850,2,295,1
35850,2,2355,1
35850,2,80762,1
35850,2,861,1
35850,2,720,1
35850,2,726,1
35850,2,1235,1
35850,2,1332,1
35850,2,213,1
35850,2,342,1
35850,2,1875,1
35850,2,347,1
35850,2,445,1
35852,2,17064,1
35852,2,353,1
35852,2,922,1
35852,2,109,1
35852,2,413,1
35853,4,225,1
35853,4,1452,1
35853,4,1866,1
35853,4,972,1
35853,4,1197,1
35853,4,820,1
35853,4,1366,1
35853,4,407,1
35853,4,16602,1
35854,4,23463,1
35854,4,840,1
35854,4,1481,1
35854,4,3153,1
35854,4,86,1
35854,4,824,1
35855,2,850,2
35855,2,1331,1
35855,2,757,2
35855,2,3182,1
35856,1,224,1
35856,1,33324,1
35856,1,21196,1
35856,1,686,1
35856,1,71663,1
35856,1,1329,1
35856,1,16052,1
35856,1,408,1
35856,1,116,1
35856,1,25663,1
35917,4,677,1
35917,4,18988,1
35917,4,621,2
35917,4,785,1
35917,4,595,1
35917,4,758,2
35917,4,223,1
35918,2,268,1
35919,2,225,1
35919,2,2341,1
35919,2,16065,1
35919,2,16040,1
35919,2,63212,1
35919,2,1455,1
35919,2,369,1
35919,2,99141,1
35919,2,72984,1
35919,2,153,1
35919,2,3439,1
35919,2,1893,1
35920,4,2073,1
35920,4,40626,1
35920,4,1163,1
35920,4,644,1
35920,4,43501,1
35921,4,225,1
35921,4,2850,1
35921,4,1700,1
35921,4,934,1
35921,4,65937,1
35921,4,2185,1
35921,4,1487,1
35921,4,14385,1
35921,4,14386,1
35921,4,790,1
35921,4,572,1
35922,2,497,1
35922,2,68619,1
35922,2,620,1
35922,2,598,1
35922,2,17703,1
35923,2,76836,1
35923,2,234,1
35923,2,1100,1
35923,2,25554,1
35923,2,28494,1
35923,2,655,1
35923,2,16655,1
35923,2,402,1
35923,2,595,1
35923,2,1400,1
35923,2,1466,1
35923,2,283,1
35923,2,50399,1
35924,2,186,1
35924,2,3751,1
35926,1,20397,1
35926,1,16445,1
35926,1,6371,1
35926,1,925,1
35926,1,1861,1
35978,2,261,1
35978,2,1416,1
35978,2,43516,1
35978,2,30312,1
35978,2,927,1
35978,2,15740,1
35978,2,54237,1
35978,2,3774,1
35978,2,1087,1
35979,6,3014,2
35979,6,5224,1
35979,6,1513,2
35979,6,25963,1
35979,6,1612,1
35979,6,3119,1
35979,6,5136,3
35979,6,1620,1
35979,6,5560,1
35979,6,1406,1
35979,6,3071,1
35980,2,353,1
35980,2,1495,1
35980,2,1067,1
35980,2,1847,1
35980,2,16763,1
35980,2,604,1
35981,4,9442,1
35981,4,1123,1
35981,4,8262,1
35981,4,72,1
35981,4,63852,1
35981,4,67251,1
35981,4,16696,1
35981,4,349,1
35982,2,2895,1
35983,1,52,1
36018,1,169,1
36018,1,274,1
36018,1,109,1
36018,1,16205,1
36018,1,973,1
36137,2,2195,1
36137,2,31790,1
36139,2,289,1
36139,2,1026,1
36139,2,283,1
36139,2,1416,1
36139,2,1403,1
36139,2,16445,1
36139,2,1051,1
36139,2,505,1
36139,2,347,1
36139,2,925,1
36140,2,2626,1
36140,2,15771,1
36140,2,805,1
36140,2,18662,1
36140,2,389,1
36140,2,74,1
36140,2,3959,1
36140,2,8189,1
36140,2,5008,1
36140,2,2033,1
36140,2,1399,1
36140,2,633,1
36140,2,511,1
36140,2,957,1
36140,2,895,1
36141,1,1956,1
36141,1,1541,1
36141,1,1260,1
36141,1,24334,1
36141,1,116,1
36141,1,20534,1
36141,1,1305,1
36141,1,377,1
36141,1,30171,1
36141,1,17407,1
36162,2,1924,1
36162,2,101,1
36162,2,23463,1
36162,2,46442,1
36162,2,957,1
36162,2,182,1
36162,2,143,1
36162,2,701,1
36162,2,255,1
36163,2,1033,1
36163,2,186,1
36163,2,28058,1
36164,2,3313,1
36164,2,969,1
36164,2,643,1
36164,2,17909,1
36164,2,639,1
36165,4,37,1
36165,4,231,1
36165,4,42,2
36165,4,16679,1
36165,4,3565,1
36165,4,1169,1
36165,4,19,1
36165,4,22815,1
36165,4,543,1
36166,4,17665,1
36166,4,2118,1
36166,4,1801,1
36166,4,3662,1
36166,4,1551,1
36166,4,598,1
36166,4,3447,1
36166,4,441,1
36167,4,3409,1
36167,4,56866,1
36167,4,211,1
36167,4,231,1
36168,1,4960,1
36168,1,2305,1
36168,1,1090,1
36168,1,2020,1
36168,1,389,1
36168,1,1890,1
36168,1,144,1
36168,1,787,1
36168,1,468,1
36168,1,1365,1
36168,1,186,1
36168,1,2107,1
36168,1,1373,1
36174,2,153,1
36174,2,1076,1
36174,2,813,1
36174,2,23919,1
36175,4,994,1
36175,4,1252,1
36175,4,590,1
36175,4,16143,1
36175,4,2291,1
36175,4,212,1
36175,4,890,1
36175,4,29,1
36175,4,4991,1
36176,2,20,1
36177,2,512,1
36177,2,2466,1
36177,2,3499,1
36177,2,388,1
36177,2,231,1
36177,2,20394,1
36177,2,1099,1
36177,2,477,1
36177,2,43281,1
36177,2,53,1
36177,2,3447,1
36177,2,1959,1
36177,2,2169,1
36177,2,445,1
36178,2,29768,1
36180,2,20064,1
36180,2,633,1
36180,2,850,1
36180,2,675,1
36181,1,451,1
36181,1,100,1
36181,1,1318,1
36181,1,1495,1
36181,1,45,1
36181,1,4495,1
36181,1,15760,1
36181,1,434,1
36181,1,1683,1
36181,1,757,1
36181,1,567,1
36181,1,47423,1
36181,1,126,1
36181,1,127,1
36250,1,1442,1
36250,1,1698,1
36250,1,397,2
36250,1,656,1
36250,1,3682,1
36250,1,537,1
36250,1,479,1
36317,3,256,1
36317,3,42,1
36317,3,2124,1
36317,3,209,1
36317,3,17653,1
36317,3,921,1
36318,4,3605,1
36318,4,863,1
36319,4,4539,1
36320,1,294,1
36320,1,493,1
36320,1,1432,1
36320,1,1524,1
36320,1,2167,1
36320,1,88,1
36320,1,14010,1
36320,1,799,1
36396,4,39494,1
36396,4,7081,1
36396,4,16908,1
36396,4,1169,1
36396,4,1399,1
36396,4,4797,1
36397,2,1696,1
36397,2,1441,1
36397,2,1892,1
36397,2,21230,1
36397,2,1455,1
36397,2,8060,1
36398,2,768,1
36398,2,934,1
36398,2,298,1
36398,2,468,1
36398,2,1110,1
36398,2,1082,1
36399,2,505,1
36399,2,583,2
36399,2,1924,2
36399,2,205,2
36399,2,463,2
36400,1,23521,1
36400,1,354,1
36400,1,15783,1
36400,1,296,1
36400,1,297,1
36400,1,40567,1
36400,1,1228,1
36400,1,174,1
36400,1,367,1
36400,1,41302,1
36400,1,439,1
36400,1,377,1
36400,1,19132,1
36400,1,413,1
36447,2,955,1
36447,2,660,1
36447,2,14326,1
36447,2,1326,1
36447,2,799,1
36448,1,866,1
36448,1,48612,1
36448,1,679,1
36448,1,169,1
36448,1,18701,1
36448,1,71537,1
36448,1,51,1
36448,1,15849,1
36448,1,3865,1
36477,2,3525,1
36478,2,2604,1
36480,4,2512,1
36480,4,2513,1
36480,4,1482,1
36480,4,261,1
36481,4,2691,1
36482,2,5795,1
36482,2,2348,1
36482,2,1871,1
36482,2,16016,1
36482,2,72438,1
36482,2,727,1
36482,2,88,1
36482,2,26298,1
36482,2,479,1
36482,2,639,1
36495,2,20544,1
36495,2,81505,1
36495,2,72914,1
36495,2,104147,1
36495,2,789,1
36495,2,2043,1
36495,2,15829,1
36496,2,29,1
36498,6,5350,3
36498,6,7496,1
36498,6,6061,1
36498,6,5357,1
36498,6,1326,1
36498,6,3119,1
36498,6,4496,1
36498,6,5362,1
36498,6,891,1
36498,6,4764,1
36499,1,21792,1
36499,1,263,1
36499,1,16104,1
36499,1,21196,1
36499,1,15694,1
36499,1,16210,1
36499,1,16211,1
36499,1,980,1
36499,1,53751,1
36499,1,571,1
36499,1,50781,1
36570,2,1129,2
36570,2,1026,1
36570,2,621,1
36570,2,518,1
36571,2,1416,1
36571,2,1033,1
36571,2,1896,1
36572,4,279,1
36572,4,299,1
36572,4,452,1
36572,4,518,1
36572,4,35528,1
36572,4,38730,1
36572,4,1899,1
36572,4,2764,1
36572,4,71472,1
36572,4,3026,1
36572,4,375,1
36572,4,30010,1
36572,4,68091,1
36573,1,1314,1
36573,1,1317,1
36573,1,583,1
36573,1,17801,1
36573,1,682,1
36573,1,1607,1
36573,1,1346,1
36573,1,173,1
36573,1,979,1
36573,1,2295,1
36573,1,3480,1
36751,4,1691,1
36751,4,957,1
36751,4,1995,1
36751,4,631,1
36752,2,17665,1
36752,2,98,1
36752,2,4003,1
36752,2,134,1
36752,2,2858,1
36752,2,1499,1
36753,2,349,1
36754,2,448,1
36754,2,88390,1
36754,2,15697,1
36754,2,169,1
36754,2,170,1
36754,2,45,1
36754,2,49998,1
36754,2,3473,2
36754,2,17080,1
36754,2,505,1
36754,2,859,3
36754,2,188,1
36755,1,998,1
36755,1,16296,1
36755,1,77,1
36755,1,3279,1
36755,1,17074,1
36755,1,855,1
36755,1,989,1
36755,1,702,1
